Ref,x1,y1,x2,y2,Choice,Choice R3,Choice R5,Choice R7,Choice R9,Choice [Connectivity Wgt],Choice [Connectivity Wgt] R3,Choice [Connectivity Wgt] R5,Choice [Connectivity Wgt] R7,Choice [Connectivity Wgt] R9,Choice [Connectivity Wgt][Norm],Choice [Connectivity Wgt][Norm] R3,Choice [Connectivity Wgt][Norm] R5,Choice [Connectivity Wgt][Norm] R7,Choice [Connectivity Wgt][Norm] R9,Choice [Norm],Choice [Norm] R3,Choice [Norm] R5,Choice [Norm] R7,Choice [Norm] R9,Connectivity,Control,Controllability,Entropy,Entropy R3,Entropy R5,Entropy R7,Entropy R9,Harmonic Mean Depth,Harmonic Mean Depth R3,Harmonic Mean Depth R5,Harmonic Mean Depth R7,Harmonic Mean Depth R9,Integration [HH],Integration [HH] R3,Integration [HH] R5,Integration [HH] R7,Integration [HH] R9,Integration [P-value],Integration [P-value] R3,Integration [P-value] R5,Integration [P-value] R7,Integration [P-value] R9,Integration [Tekl],Integration [Tekl] R3,Integration [Tekl] R5,Integration [Tekl] R7,Integration [Tekl] R9,Intensity,Intensity R3,Intensity R5,Intensity R7,Intensity R9,Line Length,Mean Depth,Mean Depth R3,Mean Depth R5,Mean Depth R7,Mean Depth R9,Mean Depth [Connectivity Wgt],Mean Depth [Connectivity Wgt] R3,Mean Depth [Connectivity Wgt] R5,Mean Depth [Connectivity Wgt] R7,Mean Depth [Connectivity Wgt] R9,Node Count,Node Count R3,Node Count R5,Node Count R7,Node Count R9,RA,RA R3,RA R5,RA R7,RA R9,RA [Penn],RA [Penn] R3,RA [Penn] R5,RA [Penn] R7,RA [Penn] R9,RRA,RRA R3,RRA R5,RRA R7,RRA R9,Relativised Entropy,Relativised Entropy R3,Relativised Entropy R5,Relativised Entropy R7,Relativised Entropy R9,Total Connectivity,Total Connectivity R3,Total Connectivity R5,Total Connectivity R7,Total Connectivity R9,Total Depth,Total Depth R3,Total Depth R5,Total Depth R7,Total Depth R9,xinqiao_try1_Choice_R3,xinqiao_try1_Cluster_Kmeans_850,xinqiao_try1_Integration__HH__R,xinqiao_try1_Total_Connectivity
780,67765.6888379,5316.45716136,67833.9336429,5303.94942627,2668,8,38,83,350,25701,76,342,1188,5854,0.0024228813,0.28733459,0.15237246,0.025709834,0.0059564388,0.0021442585,0.22222222,0.15019763,0.035379369,0.0052977325,2,0.83333331,0.40000001,3.9242551,1.5142466,2.0616653,2.1564724,1.8759201,7.6340652,3.6923077,4.1860466,5.1743817,6.4072032,0.68760991,1,0.82176912,0.77048129,0.83998293,0.68760991,1,0.82176912,0.77048129,0.83998293,0.67897719,0.57812965,0.57876354,0.60904747,0.66211265,0.33553901,1.5142466,0.79806399,0.46304622,0.2654947,69.381531,12.703422,2.2222223,3.7391305,5.7391305,8.0879126,12.032132,2,3.7313433,6.0723686,8.0513554,1579,10,24,70,365,0.014842641,0.30555555,0.24901186,0.13938619,0.039051857,0.54598421,0.26666668,0.23170732,0.16793893,0.10292073,1.4543129,1,1.2168869,1.2978901,1.1905004,3.7586989,1.4379251,2.3112557,3.2695138,4.1751776,4606,23,67,304,1402,20046,20,86,396,2944,8,3,1,23
781,67779.8225268,5267.23331671,67806.0688791,5468.30741948,4792,20,75,194,880,41510,172,753,3451,12073,0.0039132256,0.29757786,0.10286183,0.017009677,0.0079115098,0.0038513069,0.36363637,0.15120968,0.016683867,0.007591377,3,1.3333334,0.42857143,3.9600542,1.5566417,2.09445,1.8290111,2.1590726,7.9290276,4.8000002,5.8378377,7.4686298,9.2299576,0.72973108,1.3057258,0.97658134,0.9269408,0.93745017,0.72973108,1.3057258,0.97658134,0.9269408,0.93745017,0.68311143,0.64768547,0.61372513,0.65007925,0.67760503,0.35934287,1.6981546,0.80368429,0.36065009,0.31939724,202.77985,12.027884,2.090909,3.71875,6.1111112,7.7759337,11.35888,2.0588236,3.9669421,6.1821036,7.6748714,1579,12,33,154,483,0.013985901,0.21818182,0.17540322,0.067251459,0.028174359,0.5721907,0.36842105,0.26271185,0.12820514,0.14502618,1.3703679,0.76585758,1.0239803,1.0788175,1.0667233,3.6631548,1.339381,2.309149,3.6673608,3.8242283,4606,34,121,637,1747,18980,23,119,935,3748,19,3,1.3057258,34
782,67772.5516082,5350.37674112,67796.8734379,5339.44113643,3170,7,42,173,749,29426,143,880,4064,10840,0.0027740442,0.11911704,0.023788927,0.0063205897,0.0046510817,0.0025477135,0.06666667,0.022210471,0.0039357538,0.0038907069,2,0.83333331,0.40000001,3.9708371,1.2516145,1.7595114,1.8634102,2.4101765,6.3961878,4.2857141,5.7967377,7.5962572,9.3851519,0.7930789,1.1460608,1.1043479,1.1086094,1.0575022,0.7930789,1.1460608,1.1043479,1.1086094,1.0575022,0.68898541,0.62060714,0.64690423,0.68219942,0.69286931,0.39160275,0.91026509,0.56555718,0.36604893,0.38039324,26.667187,11.147021,2.5333333,4.1774192,6.1111112,7.347826,10.475467,2.3877552,4.290441,6.0335097,7.1866603,1579,16,63,298,622,0.012868766,0.21904762,0.10417768,0.034534536,0.020476859,0.60636234,0.14814815,0.17226891,0.13798977,0.20072992,1.2609086,0.872554,0.90551174,0.90203094,0.94562453,3.5594914,2.0501473,2.8165195,3.5586011,3.4636328,4606,49,272,1134,2159,17590,38,259,1815,4563,5,3,1.1460608,49
783,67632.5232589,4069.60727523,68082.1429758,4015.57812687,23617,34,268,847,2354,160792,467,2333,7536,22307,0.015158162,0.19061224,0.1756182,0.053859156,0.025839282,0.018980866,0.13438736,0.17402597,0.077863581,0.035242159,3,1.0333333,0.30000001,4.1514497,1.3725854,2.1134691,2.3141797,2.4999843,8.9205179,7.2317882,8.884469,11.023968,13.436725,0.68668038,1.5688319,1.2854952,1.0363625,0.94209969,0.68668038,1.5688319,1.2854952,1.0363625,0.94209969,0.67888367,0.68579727,0.66410798,0.66038144,0.67204714,0.35448515,1.0294391,0.82512152,0.51541519,0.3963258,452.85431,12.719265,2.4347825,3.625,5.5270271,7.3278689,12.079245,2.3,3.5950921,5.7051039,7.4140029,1579,24,57,149,367,0.014862733,0.13043478,0.095454544,0.061592203,0.034673255,0.57757324,0.23255815,0.31308413,0.2272203,0.19917013,1.4562817,0.6374169,0.77791035,0.96491331,1.0614588,3.7952878,1.9203424,2.2107604,3.0845997,3.5136335,4606,70,163,529,1314,20071,56,203,818,2682,34,3,1.5688319,70
784,67577.3232005,4054.67875397,67658.5461876,4069.65366543,13845,10,84,316,848,92327,144,808,2514,8080,0.008703839,0.19944598,0.12434595,0.055496078,0.020586092,0.011127158,0.12820514,0.093023255,0.082549632,0.027027888,2,0.66666669,0.33333334,4.1654229,1.4174378,1.9778608,2.4306154,2.4144888,8.1906691,4.48,5.8153844,7.0687237,8.6395178,0.63370329,1.1561403,1.0341141,0.91898179,0.84067738,0.63370329,1.1561403,1.0341141,0.91898179,0.84067738,0.67338103,0.61990625,0.62951714,0.63484573,0.65328717,0.32823649,1.1673018,0.69620699,0.56927574,0.37558717,82.591896,13.698986,2.3846154,3.9302325,5.3295455,7.4581676,13.060574,2.2368422,3.7631578,5.5946846,7.571106,1579,14,44,89,252,0.016105246,0.23076923,0.13953489,0.09952978,0.05166534,0.55790144,0.2173913,0.22222222,0.24852072,0.17799188,1.5780256,0.86494696,0.96701127,1.0881609,1.189517,3.8786802,1.7433239,2.4869649,2.8466606,3.6256771,4606,38,114,301,886,21617,31,169,469,1872,10,3,1.1561403,38
785,67586.9925993,4085.11163675,67615.0338664,3980.28724533,10835,14,62,244,616,70195,91,489,1641,5113,0.0066174138,0.34404537,0.15670566,0.10018009,0.03226183,0.0087080365,0.5,0.17663817,0.12903225,0.049665403,3,2,0.60000002,4.1826649,1.5388472,1.9863491,2.4079354,2.4623275,7.6313906,3.4285715,4.3076925,5.3050795,6.4282579,0.58872414,1.1087778,0.85732448,0.81177813,0.75184751,0.58872414,1.1087778,0.85732448,0.81177813,0.75184751,0.66841298,0.60245162,0.59048438,0.61129218,0.63116753,0.3062,1.9785179,0.73181283,0.56816453,0.38995028,108.51021,14.669202,2,3.8518519,5.3225808,7.3607593,14.029961,1.9565217,3.8734176,5.39779,7.6003551,1579,9,28,63,159,0.017335702,0.2857143,0.21937323,0.14172396,0.081028782,0.53983998,0.38461539,0.21428572,0.23646724,0.18159609,1.6985884,0.90189397,1.1664195,1.2318637,1.3300569,3.96381,1.2209314,2.4766893,2.8540404,3.5768824,4606,23,79,181,563,23148,16,104,330,1163,14,3,1.1087778,23
786,67586.9925993,3995.26215679,67654.6784173,4011.20318797,0,0,0,0,0,4602,9,38,118,313,0.00043383916,0.10650887,0.043083899,0.015855953,0.0062295375,0,0,0,0,0,1,0.33333334,0.33333334,4.1844096,1.4874687,1.9746017,2.1994584,2.5517035,6.1568613,2,2.4230769,3.0626049,3.6942444,0.5486145,0.58170414,0.61300927,0.66082084,0.65337956,0.5486145,0.58170414,0.61300927,0.66082084,0.65337956,0.66371983,0.3868528,0.51736414,0.57873136,0.60219193,0.28545678,1.7849625,0.75222921,0.47858584,0.41642383,69.537659,15.668568,2.2,3.8666666,5.7173915,7.2043009,15.029527,2,3.8333333,5.6065574,7.5078864,1579,6,16,47,94,0.018603129,0.60000002,0.40952381,0.20966184,0.13487612,0.52197349,0.14285715,0.14,0.14901961,0.18502825,1.8227736,1.7190869,1.6312966,1.5132694,1.530504,4.038868,1.2149562,2.3411777,3.1294045,3.3738818,4606,13,42,122,317,24725,11,58,263,670,0,3,0.58170414,13
787,67745.5708302,4157.57089478,67757.6575651,4047.43282258,8329,22,130,517,1324,60880,228,1298,4752,12729,0.0057392716,0.23553719,0.10531867,0.056262989,0.027057072,0.006693976,0.20952381,0.090845563,0.080267042,0.034386929,3,1.6666666,0.42857143,4.2094669,1.4528196,1.9112979,2.4248025,2.5348551,8.7406359,5.647059,7.2840466,8.9841328,10.912364,0.64080232,1.31797,1.1020614,0.99963814,0.88836032,0.64080232,1.31797,1.1020614,0.99963814,0.88836032,0.6741392,0.64956075,0.6433658,0.65041798,0.66062599,0.33542332,1.2234269,0.64889747,0.56562334,0.40575135,110.79929,13.558302,2.3333333,4.0185184,5.3333335,7.2733812,12.906209,2.2045455,3.9235668,5.5498781,7.3123713,1579,16,55,115,279,0.015926825,0.19047619,0.11390636,0.076696165,0.045295171,0.56279922,0.25925925,0.20873787,0.25490198,0.20292504,1.5605437,0.75874263,0.90739042,1.0003619,1.1256694,3.8768339,1.7175666,2.631284,2.8320029,3.4777408,4606,44,157,411,970,21395,35,217,608,2022,22,3,1.31797,44
788,67741.2195819,4097.18817789,67832.1119947,4098.63736865,0,0,0,0,0,4602,18,86,266,626,0.00043383916,0.074380167,0.021234568,0.0072976681,0.0031544471,0,0,0,0,0,1,0.33333334,0.33333334,4.2112117,1.375,1.8592328,2.2067113,2.5218062,6.7892704,2.2857144,3.0738916,3.950876,4.8233347,0.59356737,0.68957245,0.81055558,0.82992148,0.78703266,0.59356737,0.68957245,0.81055558,0.82992148,0.78703266,0.66896218,0.47712126,0.58430326,0.62244064,0.63827771,0.31082612,1.2222222,0.63432652,0.4765135,0.40504512,90.903969,14.557668,2.4285715,4.0714288,5.6987953,7.2670455,13.905775,2.3181818,4.0999999,5.7851853,7.3984127,1579,8,29,84,177,0.017194252,0.47619048,0.22751322,0.11460476,0.071623378,0.54359466,0.090909094,0.15686275,0.18238993,0.19606414,1.6847287,1.4501739,1.2337217,1.2049332,1.2705953,3.9495182,1.6330733,2.5918136,3.0970135,3.4146516,4606,22,90,270,630,22972,17,114,473,1279,0,3,0.68957245,22
789,67673.0502857,4142.59598332,67782.314567,4152.25722518,9171,26,120,490,1346,74614,248,1521,5816,15563,0.0070340014,0.24493827,0.068979591,0.042041954,0.019574611,0.0073706876,0.33333334,0.075187966,0.046291921,0.023774197,3,1.1666666,0.375,4.1433387,1.5372461,1.8631365,2.2830753,2.5232813,9.1150684,5.4545455,7.2359433,9.1340923,11.138417,0.68122846,1.3873683,1.1130565,1.0152206,0.92689735,0.68122846,1.3873683,1.1130565,1.0152206,0.92689735,0.67833334,0.6616419,0.64589435,0.6579749,0.66879147,0.35098344,1.5372461,0.62463534,0.50016701,0.40153912,109.69057,12.813054,2.1538463,4.0526314,5.6027398,7.3056378,12.128963,2.2222223,4.1619048,5.6045628,7.3473434,1579,14,58,147,338,0.01498168,0.1923077,0.10902256,0.063486062,0.037533559,0.57419252,0.34782609,0.20183486,0.21403509,0.20112781,1.4679363,0.72078913,0.89842701,0.98500752,1.0788682,3.7885194,1.4425071,2.694386,3.0595334,3.4561517,4606,45,210,526,1261,20219,28,231,818,2462,26,3,1.3873683,45
790,67658.0627096,4161.91845586,67683.6866405,4140.66373271,4475,8,75,299,876,41092,178,1133,4029,10308,0.0038738197,0.13687043,0.037142061,0.021942293,0.012985638,0.0035965354,0.05882353,0.042372882,0.021062272,0.015111265,2,0.83333331,0.40000001,4.1524014,1.173016,1.8501723,2.2173173,2.5961742,8.6273031,4.3636365,5.8878503,7.5653343,9.2498589,0.68390673,1.1950141,1.1300617,1.0365049,0.95359033,0.68390673,1.1950141,1.1300617,1.0365049,0.95359033,0.67860413,0.63092977,0.64898026,0.66346061,0.67154056,0.35313419,0.81208795,0.61672407,0.47474048,0.42381462,33.291878,12.766793,2.5882354,4.0666666,5.7041421,7.1466274,12.067304,2.3921568,4.2145748,5.6056104,7.1531744,1579,18,61,170,342,0.01492301,0.19852941,0.1039548,0.056001689,0.036156632,0.57586002,0.12903225,0.2,0.19939578,0.22139673,1.4621878,0.83681023,0.88490736,0.96478081,1.0486684,3.7860229,2.1855938,2.6714132,3.1344149,3.3218849,4606,51,247,606,1260,20146,44,244,964,2437,8,3,1.1950141,51
791,67568.1372528,4164.33376632,67668.2155864,4157.57089478,7034,20,140,504,1334,56412,336,2013,6117,15006,0.0053180647,0.076052509,0.031238118,0.018373342,0.010311857,0.0056531909,0.06666667,0.036572624,0.021308079,0.012802795,2,0.6111111,0.18181819,4.1267853,1.2953346,1.9221466,2.3368866,2.6283541,9.1130981,5.860465,8.0210876,10.266008,12.55757,0.73454303,1.5887082,1.3313006,1.1566368,1.0262332,0.73454303,1.5887082,1.3313006,1.1566368,1.0262332,0.68357152,0.68816483,0.67707407,0.67986423,0.68417692,0.37694189,0.9355194,0.6529429,0.51957172,0.4308469,100.30658,11.95564,2.48,3.9886363,5.5229359,7.1159739,11.234042,2.4468086,3.9832869,5.4448528,7.0744433,1579,26,89,219,458,0.01389428,0.12333333,0.068704285,0.041686043,0.026824446,0.59060341,0.21276596,0.23099415,0.23387723,0.22790055,1.3613906,0.62944221,0.75114512,0.86457562,0.97443748,3.6909924,2.0182803,2.5881779,2.9823685,3.3220389,4606,94,359,816,1706,18866,62,351,1204,3252,20,3,1.5887082,94
792,67564.386582,4072.73359281,67595.6860696,4079.57458286,4760,8,28,106,322,39483,56,232,900,2714,0.0037221364,0.38754326,0.1856,0.094517961,0.042829189,0.0038255886,0.38095239,0.18300654,0.083137251,0.061298307,2,0.83333331,0.40000001,4.2080894,1.5306391,2.0501537,2.282084,2.5873024,7.0828314,3,3.3488371,4.1697292,4.9850831,0.55035019,0.98510355,0.73624468,0.71174294,0.68333483,0.55035019,0.98510355,0.73624468,0.71174294,0.68333483,0.66392851,0.56457502,0.55281711,0.59050691,0.60969037,0.28798044,2.0408521,0.82878554,0.51150161,0.42643338,32.038368,15.622307,2,3.6666667,5.5686274,7.1359224,14.978724,1.7647059,3.6800001,5.4927535,7.4606743,1579,8,19,52,104,0.01854446,0.33333334,0.3137255,0.1827451,0.1203122,0.52348107,0.36363637,0.22580644,0.18245614,0.19796954,1.8170249,1.0151217,1.3582442,1.4050016,1.4634113,4.0442538,1.1403179,2.2879143,3.0846007,3.3902175,4606,17,50,138,356,24652,14,66,284,735,8,3,0.98510355,17
793,67556.5616966,4102.05209286,67573.6786301,4070.29039006,2674,6,26,80,254,27489,50,196,692,2158,0.0025914395,0.34602076,0.23319453,0.1083875,0.065345429,0.0021490806,0.2857143,0.2857143,0.12012012,0.074640021,2,1,0.5,4.2237549,1.5306391,2.2124462,2.390296,2.6080201,6.1574688,3,3.1304348,3.8109641,4.5738802,0.52264804,0.8619656,0.71325773,0.64817709,0.6396628,0.52264804,0.8619656,0.71325773,0.64817709,0.6396628,0.66053289,0.52832085,0.53533483,0.56812125,0.59641051,0.27450234,1.7493018,1.0370842,0.56416923,0.43380928,36.080399,16.397339,2.1428571,3.3571429,5.3783784,7.0963855,15.738602,1.8823529,3.5121951,5.5132742,7.2178988,1579,8,15,38,84,0.019527379,0.38095239,0.36263737,0.24324325,0.14869232,0.51374882,0.27272728,0.28260869,0.19402985,0.19426751,1.9133334,1.1601391,1.4020177,1.5427881,1.5633236,4.0977268,1.2942394,1.8732394,2.9425328,3.3621886,4606,17,41,113,257,25875,15,47,199,589,6,3,0.8619656,17
794,67488.5830892,4088.85876448,67561.4522568,4099.60887893,2881,6,28,78,226,28919,54,224,688,2110,0.0027262482,0.29916897,0.26650804,0.12480725,0.06194859,0.0023154456,0.2857143,0.26666668,0.14772727,0.06483075,2,1,0.5,4.2253861,1.5306391,2.2028196,2.4534125,2.5083292,7.4109797,3,3.2727273,3.7910085,4.5575986,0.51976013,0.8619656,0.73220557,0.63948721,0.6229704,0.51976013,0.8619656,0.73220557,0.63948721,0.6229704,0.66017061,0.52832085,0.54301655,0.5618813,0.59429514,0.27309096,1.7493018,1.0070032,0.60446399,0.40456921,73.65786,16.482889,2.1428571,3.4000001,5.212121,7.2857141,15.813722,2,3.3414633,5.3714285,7.2988505,1579,8,16,34,85,0.019635879,0.38095239,0.34285715,0.26325756,0.151463,0.49543595,0.27272728,0.28,0.21468927,0.16981132,1.9239644,1.1601391,1.3657367,1.5637529,1.6052127,4.1096625,1.2942394,1.9059615,2.8446696,3.5497963,4606,19,41,105,261,26010,15,51,172,612,6,3,0.8619656,19
795,67480.7582038,4064.91533284,67502.2766252,4093.25654061,4962,8,34,98,258,41413,78,298,878,2590,0.0039040809,0.27083334,0.22914264,0.12827818,0.04180656,0.0039879349,0.2857143,0.25,0.16470589,0.057782754,2,0.83333331,0.40000001,4.1789298,1.5388472,2.2094061,2.5724633,2.4881604,9.3173008,3.4285715,3.7113402,4.3438916,5.2221317,0.54571462,0.98558021,0.78696048,0.68699819,0.64642626,0.54571462,0.98558021,0.78696048,0.68699819,0.64642626,0.66337001,0.57015699,0.55995721,0.57250977,0.60187429,0.28357601,1.7312031,0.99423271,0.66149056,0.39877027,35.584641,15.746514,2.125,3.4117646,5.0285716,7.3157897,15.044724,2.0416667,3.3921568,5.1794872,7.525568,1579,9,18,36,96,0.018701984,0.32142857,0.30147058,0.23697479,0.13437849,0.50357336,0.30769232,0.29310346,0.25396827,0.17127071,1.8324596,1.0146308,1.2707118,1.455608,1.5469669,4.0426207,1.293768,1.9413861,2.647522,3.5972624,4606,24,51,117,352,24848,17,58,176,695,8,3,0.98558021,24
796,68052.3458916,3956.51346004,68389.8246463,3917.90951461,9809,14,144,476,1194,66295,258,1342,4252,11928,0.0062497538,0.13423517,0.1225347,0.035856288,0.014008015,0.0078834454,0.073684208,0.10449927,0.055901352,0.018374885,2,0.53333336,0.25,4.1272402,1.3008107,2.055423,2.3142428,2.4182043,8.4010296,5.3333335,6.886076,8.5594893,10.502447,0.68497652,1.390353,1.20696,1.0025529,0.92221206,0.68497652,1.390353,1.20696,1.0025529,0.92221206,0.67871207,0.66191155,0.65466565,0.6541065,0.66989428,0.35154346,0.94196635,0.77078366,0.51776284,0.37651181,339.6795,12.748416,2.5,3.7358491,5.5114503,7.4432135,12.110074,2.3548386,3.6216216,5.7515402,7.5157089,1579,21,54,132,362,0.014899703,0.15789473,0.10522497,0.069406927,0.035795629,0.57652247,0.1891892,0.28217822,0.22745098,0.18443197,1.4599041,0.71924186,0.82852793,0.99745369,1.0843493,3.7923191,2.0085444,2.304198,3.0598409,3.6003253,4606,62,148,487,1305,20117,50,198,722,2687,14,3,1.390353,62
797,68358.8893753,4230.32799853,68382.0524868,3864.96156679,7652,18,112,400,916,49066,163,961,3002,8494,0.0046255435,0.28200692,0.15884298,0.073918127,0.018704945,0.0061498745,0.32727271,0.13658537,0.11204482,0.026996758,3,1.5,0.5,4.1532731,1.5262643,1.9497,2.4235926,2.3313367,8.2275877,4.6153846,5.9668508,7.2478876,8.8599796,0.63758498,1.2052853,1.0060141,0.90570283,0.83461869,0.63758498,1.2052853,1.0060141,0.90570283,0.83461869,0.67379642,0.62747359,0.6246587,0.63234615,0.65360874,0.32928389,1.5262643,0.68239498,0.566383,0.35636535,366.09995,13.621673,2.1818182,3.9512196,5.3411765,7.5708814,12.984368,2.1470587,3.8,5.5754385,7.6946483,1579,12,42,86,262,0.016007194,0.23636363,0.14756097,0.10336135,0.050545242,0.56059301,0.31578946,0.21428572,0.24539877,0.16423002,1.5684184,0.82967907,0.99402189,1.1041149,1.1981519,3.8765407,1.4668683,2.5533223,2.8620851,3.728672,4606,34,110,285,953,21495,24,162,454,1976,18,3,1.2052853,34
798,68370.1796011,3902.1318557,68582.308606,3976.4724559,3154,6,20,80,168,18406,36,188,530,1658,0.001735168,0.24913494,0.078975007,0.039411064,0.010843369,0.0025348542,0.40000001,0.079051383,0.050125312,0.015655577,2,1.3333334,0.5,4.1554956,1.5491613,1.8677062,2.3140876,2.4076736,6.9547906,2.6666667,3.364486,4.2074509,5.119719,0.59086078,0.84912294,0.7503109,0.75949734,0.72681177,0.59086078,0.84912294,0.7503109,0.75949734,0.72681177,0.66865569,0.51139158,0.56632853,0.60134381,0.6260429,0.30531517,2.1688259,0.65919042,0.52841371,0.3766762,224.7782,14.619772,2,4,5.4736843,7.4421768,13.983066,1.9411764,4,5.4878049,7.7396021,1579,7,24,58,148,0.017273014,0.40000001,0.27272728,0.15977444,0.088248998,0.54150403,0.33333334,0.15853658,0.20560747,0.16929825,1.6924461,1.1776857,1.3327808,1.3166603,1.3758721,3.9575179,1.0911623,2.6200175,2.9505391,3.606781,4606,17,69,164,553,23070,12,92,312,1094,6,3,0.84912294,17
799,68553.8136695,3970.14559416,68659.086649,3982.00845852,0,0,0,0,0,4603,7,31,107,282,0.00043393343,0.14,0.053633217,0.01768595,0.0069436748,0,0,0,0,0,1,0.5,0.5,4.1567626,1.4575424,1.9854122,2.0808852,2.4876597,5.4088211,1.6,1.875,2.3960066,2.9094267,0.55046946,0.42239243,0.5054422,0.61169702,0.624681,0.55046946,0.42239243,0.5054422,0.61169702,0.624681,0.66394281,0.25192964,0.46867907,0.56594741,0.59495556,0.28452957,1.8219281,0.7941649,0.44139987,0.40063432,105.93926,15.619138,2.25,3.8181818,5.8536587,7.2941175,14.982632,2,3.9117646,5.7272725,7.5473685,1579,5,12,42,86,0.018540442,0.83333331,0.56363636,0.24268293,0.14985995,0.52358431,0,0.088235296,0.11555555,0.16925466,1.8166312,2.3674667,1.9784654,1.6347963,1.600817,4.0360703,1.2033685,2.2269239,3.2546082,3.4176178,4606,10,34,110,285,24647,9,42,240,620,0,3,0.42239243,10
800,68795.7426233,4417.99990091,68802.09913,4243.34391903,2356,18,138,368,745,30947,658,2667,5389,9448,0.0029174315,0.10126193,0.059663761,0.05669767,0.027695537,0.0018935056,0.04137931,0.041553751,0.04192299,0.027328419,2,0.2857143,0.15384616,4.3059363,1.2608153,2.0336115,2.5934219,2.861186,9.0966291,6.1563787,8.2570057,9.9364414,11.780781,0.61722463,1.7164973,1.4027646,1.1919824,0.97452223,0.61722463,1.7164973,1.4027646,1.1919824,0.97452223,0.67159462,0.70249164,0.68227392,0.67265749,0.66501009,0.33048528,0.88830167,0.74685729,0.68679553,0.52570659,174.77162,14.038023,2.5,3.7682927,4.8120298,6.4700856,13.378636,2.4122808,3.6923077,4.5871558,6.5024214,1579,31,83,134,235,0.016535223,0.10344828,0.068352908,0.057758033,0.046953522,0.56108803,0.21052632,0.28616351,0.34749034,0.30283225,1.6201557,0.58258176,0.71287799,0.83893859,1.0261438,4.0254879,2.0830469,2.3647923,2.4971483,3.0904384,4606,114,299,436,826,22152,75,309,640,1514,17,2,1.7164973,114
801,69009.7710836,4268.41305136,69018.5784644,4409.2117523,3154,14,86,168,304,18398,184,838,1356,2564,0.0017344139,0.062067803,0.0253751,0.018296508,0.0088084387,0.0025348542,0.10294118,0.037752416,0.027518427,0.012971497,2,1.1428572,0.25,4.2607498,1.3805348,1.897384,2.4951601,2.7479825,8.7382231,5.1428571,7.0054054,8.3877964,10.068455,0.60887897,1.3443909,1.2287072,1.0786604,0.90850526,0.60887897,1.3443909,1.2287072,1.0786604,0.90850526,0.67067534,0.65431285,0.66214287,0.65787709,0.65674508,0.32259524,1.0804185,0.65459752,0.63369143,0.48040113,141.0739,14.21673,2.4117646,3.9558823,4.9819818,6.751152,13.536908,2.4805195,3.8638132,4.7792206,6.6775885,1579,18,69,112,218,0.016761864,0.17647059,0.088235296,0.072399676,0.053251408,0.55507201,0.22580644,0.23282443,0.31472868,0.26588234,1.6423625,0.74383128,0.81386358,0.92707586,1.1007091,3.9915102,1.8379663,2.568197,2.6279216,3.2139328,4606,77,257,385,763,22434,41,269,553,1465,14,3,1.3443909,77
802,69004.1664137,4288.41286792,69080.2299685,4197.21371024,0,0,0,0,0,4603,25,172,303,529,0.00043393343,0.06377551,0.011232653,0.00647187,0.0037381989,0,0,0,0,0,1,0.5,0.5,4.2620163,1.0944028,1.5382328,2.2591333,2.6700165,6.3927822,1.8461539,2.592,3.312211,4.0362029,0.56607586,0.68232477,0.9096837,0.90325499,0.81629246,0.56607586,0.68232477,0.9096837,0.90325499,0.81629246,0.66579562,0.48841625,0.61395288,0.63205677,0.63790709,0.30000553,0.82080209,0.47088757,0.52651888,0.46356544,118.75584,15.216096,2.625,4.3636365,5.352941,6.8039217,14.536474,2.5,4.3200002,5.1993465,6.6654134,1579,9,45,86,154,0.018029291,0.4642857,0.1564482,0.10364146,0.076367386,0.53671885,0,0.10843374,0.24335378,0.25252524,1.7665477,1.4655777,1.0992832,1.107107,1.2250512,4.0546007,2.09518,3.054642,2.8810406,3.1737924,4606,28,175,306,532,24011,21,192,455,1041,0,3,0.68232477,28
803,69048.2451258,4384.6618369,69069.0625175,4542.26038062,0,0,0,0,0,4598,69,249,377,755,0.00043346206,0.023275426,0.0075398567,0.0050868611,0.0025937485,0,0,0,0,0,1,0.14285715,0.14285715,4.2590461,1.2310927,1.8583992,2.4711428,2.7356434,7.7090592,3.1578948,4.4597383,5.5453296,6.7472286,0.60882056,1.2409762,1.2166016,1.0738015,0.90705168,0.60882056,1.2409762,1.2166016,1.0738015,0.90705168,0.67066884,0.63823813,0.66090894,0.65738982,0.65659761,0.32243535,0.88638675,0.63479972,0.62475842,0.47747818,158.9675,14.217998,2.5294118,3.9852941,5,6.7603688,13.537777,2.5324676,3.8793774,4.7896104,6.6828308,1579,18,69,112,218,0.016763471,0.19117647,0.089113258,0.07272727,0.053336747,0.55502933,0.16129032,0.22519083,0.31162789,0.2647059,1.6425201,0.80581725,0.8219617,0.93127078,1.102473,3.9901288,2.0509441,2.5975144,2.6387641,3.2148032,4606,77,257,385,763,22436,43,271,555,1467,0,3,1.2409762,77
