Cluster_Kmeans_809962,Ref,x1,y1,x2,y2,Choice R7,Integration [HH] R7,Total Connectivity R7,choice归一化,integration归一化,connectivity归一化
3,1301,64728.8992,5139.781367,64737.83627,5234.311214,144,0.98025429,307,0.002069471,0.429039966,0.101565217
3,1302,64729.82662,5223.894308,64955.90249,5304.815697,6,0.82283795,209,8.6228E-05,0.325436181,0.067478261
3,1303,64820.75384,5278.007379,64859.5097,5117.653953,6,0.82283795,209,8.6228E-05,0.325436181,0.067478261
3,1304,64802.8665,5105.242693,64920.12785,5171.270577,144,0.98025429,307,0.002069471,0.429039966,0.101565217
3,1305,64813.50959,5122.080337,64853.71834,4954.852816,330,1.1120905,541,0.004742538,0.515808152,0.182956522
3,1306,64910.89701,4996.589365,64929.57823,4721.983725,2488,1.2000866,574,0.03575586,0.573722908,0.194434783
3,1307,64805.2429,4907.07164,65015.31232,4936.770186,86,1.0922338,329,0.001235934,0.502739437,0.109217391
3,1308,64592.83564,4835.995353,64849.32742,4916.081305,128,0.97837371,254,0.00183953,0.427802259,0.083130435
3,1309,64580.10317,4920.299302,64597.93983,4831.863918,415,1.0546569,331,0.0059641,0.478008147,0.109913043
3,1310,64469.71786,4805.972187,64537.69906,4830.518893,0,0.71877718,181,0,0.25694844,0.05773913
3,1311,64521.54511,4827.492592,64603.16759,4835.810553,128,0.88184553,227,0.00183953,0.364272103,0.07373913
3,1312,64768.3763,4901.885476,64799.11897,4789.48266,85,0.98561931,252,0.001221563,0.432570961,0.082434783
3,1313,64713.39767,4787.86751,64925.56072,4827.450899,1146,1.1516132,337,0.01646954,0.541820072,0.112
3,1314,64643.68637,4795.477711,64738.66578,4789.69533,387,0.9962334,249,0.005561703,0.439556639,0.081391304
3,1315,64521.13231,4755.681287,64674.66531,4798.879116,0,0.81806791,205,0,0.322296773,0.066086957
3,1316,64673.3036,4796.498128,64688.27994,4708.648739,19,0.88025337,219,0.000273055,0.36322422,0.070956522
3,1317,64635.85405,4698.78468,64814.57872,4765.112043,423,0.91657609,245,0.006079071,0.387130069,0.08
3,1318,64801.30202,4808.650003,64813.55742,4755.928247,388,1.0170752,259,0.005576075,0.453273699,0.084869565
3,1319,64674.79247,4724.423602,64702.7849,4542.352345,307,0.8555451,239,0.004411997,0.346962438,0.077913043
3,1320,64675.8902,4610.354855,64764.25844,4625.161853,62,0.77493507,158,0.000891022,0.293908834,0.04973913
3,1321,64701.68714,4796.813376,64717.60441,4722.778372,27,0.88025337,219,0.000388026,0.36322422,0.070956522
3,1322,64719.19521,4733.968746,64748.3685,4655.441396,76,0.81177813,183,0.001092221,0.318157145,0.058434783
3,1323,64743.29109,4677.270002,64753.39289,4596.523873,127,0.79476827,157,0.001825158,0.306962082,0.049391304
3,1324,64739.12688,4634.80009,64874.63035,4641.41292,120,0.77876914,196,0.001724559,0.296432232,0.062956522
3,1325,64863.7692,4642.898537,64888.68348,4627.176506,175,0.86649626,314,0.002514982,0.354169959,0.104
3,1326,64874.47798,4628.486671,64949.22079,4647.047407,526,1.0052416,491,0.007559318,0.445485399,0.165565217
3,1327,64935.67092,4663.206175,64945.72405,4607.08723,719,1.0477126,667,0.010332984,0.473437747,0.226782609
3,1328,64921.43172,4650.866592,65024.23588,4672.877437,940,1.1654552,928,0.013509047,0.550930204,0.317565217
3,1329,64890.26658,4670.595381,64909.5724,4559.066844,926,1.0194489,386,0.013307848,0.454835953,0.129043478
3,1330,64886.0544,4597.645895,64956.25744,4615.883263,134,0.98515439,484,0.001925758,0.432264973,0.163130435
3,1331,64886.0544,4658.320228,64932.03738,4740.388388,870,1.1026897,402,0.012503054,0.509621002,0.134608696
3,1332,64918.47362,4759.04064,65021.79893,4759.750182,172,1.0743701,329,0.002471868,0.490982418,0.109217391
3,1333,64970.31381,4765.426496,64972.08917,4719.30642,0,0.88867623,237,0,0.368767737,0.077217391
3,1334,64788.8491,4529.357293,64916.22548,4575.47435,263,0.86017376,274,0.003779659,0.350008797,0.090086957
3,1335,64844.66571,4602.286593,64887.6098,4492.818215,36,0.70248252,176,0.000517368,0.246224087,0.056
3,1336,64798.16009,4481.37832,64892.97678,4514.268005,1,0.55323637,91,1.43713E-05,0.147997524,0.026434783
3,1337,64806.74727,4552.877632,64832.86657,4452.0636,16,0.70248252,176,0.000229941,0.246224087,0.056
3,1338,64592.64776,4543.991436,64744.0783,4551.871788,264,0.85266769,256,0.00379403,0.345068666,0.083826087
3,1339,64727.8483,4454.51887,64733.93786,4557.05029,99,0.90660858,372,0.001422761,0.380569939,0.124173913
3,1340,64632.07749,4479.961115,64736.86202,4459.922536,866,1.0253366,617,0.012445569,0.458710951,0.209391304
3,1341,64655.73851,4556.963326,64658.2173,4468.028028,169,0.90660858,372,0.002428754,0.380569939,0.124173913
3,1342,64623.73981,4457.896163,64656.63988,4479.961115,186,0.8612777,344,0.002673067,0.350735357,0.114434783
3,1343,64545.09509,4464.650736,64639.06314,4458.796768,88,0.70722842,183,0.001264677,0.249347607,0.058434783
3,1344,64576.6431,4504.052452,64581.14996,4455.194324,32,0.56305563,99,0.000459882,0.154460084,0.029217391
3,1345,64518.72994,4487.166002,64586.78354,4497.973333,0,0.42454448,53,0,0.063298777,0.013217391
2,1346,64708.94607,4375.379355,64716.7512,4483.230574,1068,1.1718004,994,0.015348577,0.555106306,0.340521739
2,1347,63745.43619,3916.580616,64125.83436,4023.159135,1302,1.3515779,1575,0.018711467,0.673427119,0.542608696
2,1348,63912.87193,4387.451747,64026.70371,3972.708966,0,1.138144,1160,0,0.532955299,0.39826087
2,1349,63826.48759,4294.749437,63911.9243,3948.548872,0,1.138144,1160,0,0.532955299,0.39826087
2,1350,65143.95345,3740.777998,65157.18294,3711.823607,1398,1.4367745,1814,0.020091114,0.72949938,0.62573913
2,1351,65102.37504,3706.788055,65200.65127,3735.742446,640,1.2183332,1383,0.009197649,0.585731933,0.475826087
3,1352,65112.45465,3718.118036,65160.33282,3566.422177,1,1.0128977,939,1.43713E-05,0.450524272,0.321391304
2,1353,65087.25564,3660.209244,65262.38887,3707.417499,173,1.2183332,1383,0.002486239,0.585731933,0.475826087
3,1354,65186.16181,3738.260222,65215.14069,3581.528822,10,1.0128977,939,0.000143713,0.450524272,0.321391304
2,1355,65143.95345,3574.604937,65282.54809,3613.000988,158,1.2183332,1383,0.00227067,0.585731933,0.475826087
2,1356,65862.42866,4288.225674,65868.06903,4106.678756,1615,1.5136634,2277,0.023209692,0.780103917,0.786782609
2,1357,65804.81632,4278.162097,65924.06981,4280.979899,240,1.3226969,1716,0.003449118,0.654419048,0.591652174
2,1358,65815.29128,4289.835855,65820.93165,4203.691631,16,1.1178317,1149,0.000229941,0.51958673,0.394434783
2,1359,65805.6221,4208.924699,65871.69498,4206.911982,396,1.2956997,1712,0.005691045,0.636650803,0.59026087
2,1360,65375.14009,3812.573187,65412.55726,3676.525736,2452,1.5448021,2184,0.035238492,0.800597896,0.754434783
2,1361,65366.38586,3679.161869,65488.41026,3699.591925,0,1.3278024,1678,0,0.65777924,0.578434783
2,1362,65272.7239,3756.927897,65390.79075,3791.197679,632,1.3290297,1678,0.009082678,0.658586989,0.578434783
2,1363,65279.31979,3764.836309,65297.12878,3606.668121,0,1.1171083,1203,0,0.519110624,0.413217391
3,1364,65805.27088,3080.020313,66407.57377,3140.944346,340,0.85214609,258,0.004886251,0.344725375,0.084521739
3,1365,66122.34373,3157.86768,66146.79012,2797.588181,156,0.76475054,148,0.002241927,0.287205871,0.04626087
3,1366,65918.91662,2844.853918,66150.89471,2897.925525,0,0.63404906,89,0,0.201184509,0.02573913
3,1367,66138.58359,2857.091516,66185.97282,2591.018036,94,0.73567659,118,0.001350905,0.26807081,0.035826087
3,1368,66169.46176,2598.579216,66351.08335,2630.886037,108,0.75949734,175,0.001552103,0.28374847,0.055652174
3,1369,66307.05388,2628.136522,66520.26118,2629.510334,192,0.85658431,263,0.002759295,0.347646395,0.08626087
3,1370,66367.53931,2812.074337,66543.58058,2809.282391,66,0.82068956,258,0.000948508,0.324022215,0.084521739
3,1371,66384.07566,2614.112979,66396.3706,2856.45383,3,0.70445496,168,4.3114E-05,0.247522251,0.053217391
3,1372,66185.0188,2501.268975,66516.28815,2564.348341,0,0.81648093,258,0,0.3212523,0.084521739
3,1373,65676.34291,3083.72653,65891.37956,3083.72653,160,0.76423228,159,0.002299412,0.286864778,0.050086957
3,1374,65648.64505,2901.27299,65783.66349,3401.756362,138,0.72624487,108,0.001983243,0.261863311,0.032347826
3,1375,65327.16209,2867.501376,65665.28077,2914.812791,145,0.74528575,82,0.002083842,0.274395092,0.023304348
3,1376,65349.66001,2933.089896,65390.66538,2866.046862,45,0.67026711,66,0.00064671,0.22502147,0.01773913
3,1377,65245.28267,2945.008656,65374.26323,2919.681291,44,0.67386353,68,0.000632338,0.227388458,0.018434783
3,1378,65223.66166,2920.426207,65292.25246,2962.141864,135,0.74157214,69,0.001940129,0.271950975,0.018782609
3,1379,65205.02284,2837.73981,65237.08159,2939.794198,181,0.77380985,80,0.00260121,0.293168269,0.022608696
3,1380,65157.30747,2859.34256,65360.09773,2819.116747,152,0.77219057,77,0.002184442,0.292102537,0.021565217
3,1381,65210.2417,2895.84377,65353.38776,2866.79179,80,0.74073935,78,0.001149706,0.271402873,0.021913043
3,1382,65113.28173,2705.560014,65168.87665,2864.697363,158,0.79838181,74,0.00227067,0.309340339,0.020521739
3,1383,64913.44055,2770.866378,65370.22042,2644.006883,164,0.77238709,95,0.002356898,0.292231877,0.027826087
3,1384,64819.62349,2496.769774,64877.76547,2727.930909,226,0.84269184,399,0.00324792,0.338503047,0.133565217
3,1385,64860.06466,2701.918438,64928.46113,2774.813035,182,0.75011414,184,0.002615581,0.277572904,0.058782609
3,1386,64299.21364,2641.172943,64864.62443,2613.837479,362,1.0080293,764,0.00520242,0.447320127,0.260521739
3,1387,64462.60519,2715.58617,64879.06367,2682.17615,15,0.68578094,171,0.00021557,0.235231918,0.05426087
3,1388,64274.9945,2781.310057,64419.18062,2807.91114,243,0.99358565,756,0.003492232,0.437814019,0.25773913
3,1389,64403.32614,2811.198918,64438.62479,2762.181198,70,0.79995948,384,0.001005993,0.310378684,0.128347826
3,1390,64419.18062,2768.15897,64880.63431,2787.837958,32,0.65798759,166,0.000459882,0.216939686,0.052521739
3,1391,64764.25169,2681.488785,64774.97293,2794.73168,43,0.67375761,78,0.000617967,0.227318747,0.021913043
3,1392,64748.93568,2714.390437,64869.49453,2709.323414,44,0.69488406,85,0.000632338,0.24122315,0.024347826
3,1393,63907.33731,2752.662706,64275.29486,2786.041154,156,0.94155473,699,0.002241927,0.403569796,0.237913043
2,1394,64008.33506,2912.33002,64242.75103,2995.133277,360,1.1450126,1160,0.005173677,0.537475878,0.39826087
3,1395,64017.93782,2926.498393,64070.17974,2135.700744,4,0.94059098,699,5.74853E-05,0.402935503,0.237913043
3,1396,63914.20048,2502.113986,63918.13346,2766.974577,0,0.71375567,318,0,0.253643526,0.105391304
3,1397,65276.24504,3057.00841,65280.20827,2948.507538,86,0.69961423,55,0.001235934,0.244336318,0.013913043
3,1398,65247.70976,3045.920725,65410.20235,3052.256545,68,0.64170134,47,0.00097725,0.206220868,0.011130435
3,1399,65249.37339,3031.013117,65254.34643,3063.807472,52,0.58664328,40,0.000747309,0.169984329,0.008695652
3,1400,65103.66319,2982.318451,65259.81679,3036.975724,38,0.53494328,33,0.00054611,0.135957902,0.00626087
3,1401,65080.28988,2923.189221,65119.57694,2992.753016,24,0.46628374,27,0.000344912,0.090769529,0.004173913
3,1402,64910.21176,2918.717263,65105.15511,2938.592627,12,0.4074074,21,0.000172456,0.052019984,0.002086957
3,1403,64920.65513,2852.134765,64949.99611,2930.642477,0,0.32836786,16,0,0,0.000347826
3,1404,64995.25082,2849.650339,65164.33433,2815.365324,14,0.64300513,63,0.000201199,0.207078959,0.016695652
3,1405,64984.301,2743.163952,65003.69588,2856.453584,20,0.6531356,65,0.000287427,0.213746342,0.017391304
3,1406,66546.721,2822.025104,66763.20771,2766.747457,0,0.84151977,249,0,0.337731647,0.081391304
3,1407,66538.70297,2775.55983,66752.78429,2728.293441,0,0.84151977,249,0,0.337731647,0.081391304
3,1408,68137.53737,3199.334297,68403.35798,3214.672658,0,1.0123328,339,0,0.450152482,0.112695652
3,1409,68976.24789,2734.529882,69288.8912,2755.355161,430,1.268519,324,0.00617967,0.618761788,0.107478261
3,1410,69140.46504,2816.071198,69155.17642,2736.043648,0,1.0185189,293,0,0.454223872,0.096695652
3,1411,69017.87033,2803.82208,69026.0433,2726.244354,0,1.0185189,293,0,0.454223872,0.096695652
3,1412,69046.47574,2680.514322,69302.29008,2716.44506,0,1.2565801,324,0,0.610904184,0.107478261
3,1413,68699.12404,2549.040489,69371.82733,2597.428418,138,1.274574,324,0.001983243,0.622746894,0.107478261
2,1414,70490.3687,2158.815583,71350.85039,3545.129596,376,1.4962342,358,0.005403619,0.768632865,0.119304348
3,1415,70528.61095,2152.447263,71389.09264,3538.761277,0,1.2630726,340,0,0.615177232,0.113043478
2,1416,70838.63302,4160.600954,70922.30477,2013.654558,5421,1.5765268,379,0.07790696,0.821477552,0.126608696
3,1417,70824.69377,4145.917301,70861.91477,4144.187554,292,1.274877,340,0.004196427,0.622946314,0.113043478
3,1418,70853.2587,4153.70116,70864.51158,4095.754656,93,1.0436394,298,0.001336533,0.470756964,0.098434783
3,1419,70851.52751,4103.538514,71178.72601,4110.4575,43,0.95001507,278,0.000617967,0.409137981,0.091478261
3,1420,71139.77382,4179.647355,71242.78075,3758.454099,185,1.1168231,343,0.002658695,0.518922919,0.114086957
3,1421,70832.4842,3818.995222,71257.49602,3782.670548,30,1.274877,340,0.00043114,0.622946314,0.113043478
3,1422,70817.76893,3969.483158,71199.50052,4001.483477,105,1.274877,340,0.001508989,0.622946314,0.113043478
3,1423,70816.90332,4037.808152,71194.3069,4050.78125,221,1.2808623,340,0.003176063,0.626885548,0.113043478
3,1424,70895.67335,4025.699927,70901.73258,4194.3502,25,1.0436394,298,0.000359283,0.470756964,0.098434783
3,1425,70678.01559,3722.368779,70866.4232,3738.927668,159,1.2689474,340,0.002285041,0.61904374,0.113043478
3,1426,70690.22718,3731.955504,70694.58848,3647.418005,1,1.0297858,298,1.43713E-05,0.461639198,0.098434783
3,1427,70608.23498,3633.473676,70869.91224,3684.02187,55,1.2689474,340,0.000790423,0.61904374,0.113043478
3,1428,70796.43555,3790.12651,71052.00223,3720.137442,380,1.274877,340,0.005461104,0.622946314,0.113043478
3,1429,71038.32094,3730.526444,71053.09672,3687.876854,168,1.0343626,298,0.002414383,0.464651426,0.098434783
3,1430,71048.58364,3695.021852,71115.14638,3693.515233,0,0.85693419,244,0,0.347876669,0.079652174
3,1431,70845.21567,3522.702727,71341.08686,3513.886853,166,1.2719053,340,0.00238564,0.620990486,0.113043478
3,1432,70840.88277,3614.299679,71175.24108,3576.135389,48,1.2689474,340,0.000689824,0.61904374,0.113043478
3,1433,71117.66944,3594.940982,71120.9909,3505.890973,1,1.0320691,298,1.43713E-05,0.463141955,0.098434783
3,1434,70698.61443,3579.454023,70869.66861,3577.794701,0,1.2630726,340,0,0.615177232,0.113043478
3,1435,70441.94085,3216.523692,71196.35648,3275.33073,262,1.2778627,340,0.003765287,0.624911357,0.113043478
3,1436,70442.87192,3092.838751,70896.16185,3135.972743,114,1.274877,340,0.001638331,0.622946314,0.113043478
3,1437,70669.51689,3362.426222,70683.00765,3064.082749,169,1.0413046,298,0.002428754,0.469220313,0.098434783
3,1438,70483.34425,3011.962499,70707.29106,3081.156627,0,0.86357713,244,0,0.35224873,0.079652174
3,1439,70503.08123,2969.442775,70504.87999,2708.841539,195,1.3939,341,0.002802409,0.701281468,0.113391304
3,1440,70050.62753,2707.729952,70699.08399,2758.951576,461,1.2028075,330,0.006625181,0.575513672,0.109565217
3,1441,70598.35289,2762.546079,70623.53566,2624.157835,0,0.96736968,299,0,0.420559942,0.098782609
3,1442,70460.74701,2750.863955,70462.54577,2603.489465,0,0.96736968,299,0,0.420559942,0.098782609
3,1443,69812.75504,2898.67232,69971.79059,2118.014074,0,1.3735015,341,0,0.687856167,0.113391304
3,1444,68674.12349,2594.590619,68925.28496,2629.204313,113,1.1055865,314,0.00162396,0.511527535,0.104
3,1445,68907.96347,2638.434634,68921.82067,2556.515554,15,1.0275126,293,0.00021557,0.460143088,0.096695652
3,1446,68691.99656,2785.272584,68779.50006,2149.636003,447,1.3939,341,0.006423983,0.701281468,0.113391304
3,1447,68715.85221,3405.7787,69267.35735,3422.591247,389,1.2806871,324,0.005590446,0.62677024,0.107478261
3,1448,68924.12926,3422.072802,68936.5123,3212.690427,235,1.1227312,329,0.003377262,0.522811343,0.109217391
3,1449,68839.35294,3460.142332,68845.06819,3337.368117,41,1.0366663,293,0.000589224,0.466167609,0.096695652
3,1450,68749.81391,3323.092044,68865.07159,3351.644189,10,0.92879337,283,0.000143713,0.395170889,0.093217391
3,1451,68771.72239,3346.885502,68784.10545,3214.593902,167,1.1181298,329,0.002400011,0.519782925,0.109217391
3,1452,68905.45749,3317.716182,69093.59085,3317.716182,0,0.92476386,283,0,0.392518862,0.093217391
3,1453,69318.87838,3111.811999,69444.84919,3128.919787,146,0.89777452,250,0.002098214,0.37475579,0.08173913
3,1454,69432.00751,3118.532921,69452.1873,3198.572896,27,0.81471676,222,0.000388026,0.320091209,0.072
3,1455,69295.64103,3138.084671,69332.33155,3109.368036,15,0.74695617,189,0.00021557,0.275494482,0.060521739
3,1456,69223.483,3135.029706,69320.71289,3135.029706,75,0.87972879,250,0.001077849,0.362878967,0.08173913
3,1457,69233.87864,3120.365893,69238.77072,3141.139625,231,1.0413046,293,0.003319776,0.469220313,0.096695652
3,1458,69142.76384,3131.974741,69245.4973,3125.253831,433,1.274574,324,0.006222784,0.622746894,0.107478261
3,1459,68151.11446,2974.2449,68410.66947,2995.959611,0,1.0123328,339,0,0.450152482,0.112695652
3,1460,68303.58773,2893.25217,68670.19364,2901.19354,704,1.2879536,387,0.010117414,0.631552697,0.129391304
3,1461,67581.73255,2817.919056,67594.93783,2732.357103,68,0.7829653,142,0.00097725,0.299193941,0.044173913
3,1462,67559.32358,2730.757815,67844.63783,2777.137187,0,0.6457783,96,0,0.208904125,0.028173913
3,1463,66751.43782,2830.271008,66758.7799,2888.55052,128,0.7607547,167,0.00183953,0.284576003,0.052869565
3,1464,66746.13521,2838.421985,66856.28591,2795.919652,62,0.63081497,131,0.000891022,0.199055988,0.040347826
3,1465,66847.31224,2804.070628,66853.02277,2776.357299,20,0.50225568,87,0.000287427,0.114444512,0.025043478
3,1466,66840.78597,2786.138475,67099.7984,2700.553181,0,0.37306449,41,0,0.02941715,0.009043478
3,1467,67809.79758,3476.030564,68183.34042,3503.365514,114,0.8911261,284,0.001638331,0.370380123,0.093565217
3,1468,67931.85665,3668.426585,67981.0348,3316.89591,60,0.90424395,280,0.00086228,0.379013654,0.092173913
3,1469,67939.4442,3423.093207,68192.28868,3450.137245,27,0.8911261,284,0.000388026,0.370380123,0.093565217
3,1470,68159.94043,3520.055968,68169.18278,3432.987373,1,0.75070065,153,1.43713E-05,0.277958916,0.048
3,1471,69272.02995,3792.786689,69273.09025,3492.969432,1130,1.1013269,477,0.016239599,0.508724073,0.160695652
3,1472,69174.27501,3794.316571,69179.61738,3718.252375,96,1.0266554,384,0.001379647,0.459578921,0.128347826
3,1473,69171.60383,3725.591903,69279.11867,3732.931432,13,0.93714625,362,0.000186827,0.400668349,0.120695652
3,1474,69208.33252,3645.524327,70014.85205,3676.986204,1409,1.065008,457,0.020249199,0.484820738,0.15373913
3,1475,69830.15903,3712.586328,69846.30925,3816.129464,22,0.82067549,235,0.000316169,0.324012955,0.076521739
3,1476,69681.44224,3787.218075,69846.98218,3787.218075,4,0.79373699,203,5.74853E-05,0.306283344,0.065391304
3,1477,69665.29199,3713.258684,69795.83977,3739.480649,0,0.77096558,185,0,0.291296308,0.059130435
3,1478,69721.81785,3803.354665,69730.56588,3638.626937,190,0.90832847,326,0.002730552,0.381701887,0.108173913
3,1479,69828.14023,3736.791213,69869.18876,3650.72938,299,0.96226108,383,0.004297027,0.417197709,0.128
3,1480,69975.28357,3673.60247,70243.67421,3713.716771,828,1.0655731,397,0.011899458,0.48519266,0.132869565
3,1481,70046.19356,3910.521617,70070.10943,3672.930472,114,1.0913481,369,0.001638331,0.502156512,0.123130435
3,1482,70148.69012,3887.99142,70167.1395,3688.633334,130,1.0913481,369,0.001868272,0.502156512,0.123130435
3,1483,70222.48765,3888.674155,70223.17096,3700.922534,198,1.0913481,369,0.002845523,0.502156512,0.123130435
3,1484,70232.55648,3714.922301,70254.42056,3687.508226,258,1.0312753,315,0.003707802,0.462619515,0.104347826
3,1485,70243.70285,3691.363333,70395.89391,3693.505055,431,1.0959936,333,0.006194042,0.505213954,0.110608696
3,1486,70254.84925,3696.503464,70271.62621,3086.794939,461,1.0770806,341,0.006625181,0.492766337,0.113391304
3,1487,70153.21849,3093.058288,70286.25306,3100.017557,32,0.89856642,284,0.000459882,0.37527698,0.093565217
3,1488,70165.05927,3056.870055,70169.23837,3100.017557,103,0.9988398,306,0.001480247,0.441272045,0.101217391
3,1489,70012.52227,3073.572309,70189.43732,3061.741542,289,1.1974137,330,0.004153313,0.571963735,0.109565217
2,1490,69952.13411,3629.731335,70165.35885,2154.239884,2909,1.5033211,361,0.041806188,0.773297118,0.120347826
3,1491,69856.10013,3325.030782,70016.8852,3333.006274,731,1.2246596,357,0.01050544,0.589895662,0.118956522
3,1492,69855.62838,3461.759782,69864.21359,3664.77122,211,0.9766224,353,0.00303235,0.426649632,0.117565217
3,1493,69852.05121,3497.501223,69884.96115,3305.927041,577,1.0577888,356,0.008292255,0.480069412,0.118608696
3,1494,69439.96152,3481.060155,69867.79073,3474.626701,135,0.97298509,353,0.001940129,0.424255731,0.117565217
3,1495,69506.49683,3667.630536,69534.39873,3377.409946,131,0.95691514,383,0.001882644,0.413679271,0.128
3,1496,70341.89135,3681.755091,70352.23311,3913.673981,289,1.1499527,356,0.004153313,0.540727211,0.118608696
3,1497,69946.60641,3583.017346,70264.9027,3599.090927,492,1.232953,341,0.007070693,0.595353975,0.113391304
3,1498,70046.57672,3635.830551,70069.55841,3477.390911,31,1.0071808,306,0.000445511,0.446761686,0.101217391
3,1499,69944.30823,3600.239039,70082.43817,3628.095387,511,1.2028075,330,0.007343748,0.575513672,0.109565217
3,1500,70067.51189,3633.518534,70088.77052,3596.460374,164,0.97135884,299,0.002356898,0.423185413,0.098782609
3,1501,70064.79803,3603.239305,70179.23269,3604.143165,0,0.79918367,239,0,0.309868084,0.077913043
3,1502,70148.47554,3626.287667,70261.55328,3633.066599,0,0.89075279,284,0,0.370134428,0.093565217
3,1503,70476.54993,3459.858219,70885.69967,3491.21535,0,1.2630726,340,0,0.615177232,0.113043478
3,1504,70849.74637,3452.807243,71114.76379,3449.323113,0,1.2630726,340,0,0.615177232,0.113043478
3,1505,69691.18898,3993.95708,69725.56908,4016.703034,274,0.91045105,203,0.003937743,0.383098866,0.065391304
3,1506,69715.34797,4013.91782,69776.21002,4012.061004,310,0.88837153,143,0.004455111,0.368567199,0.044521739
3,1507,69764.13052,4016.238829,69777.13922,4000.920129,58,0.76036376,104,0.000833537,0.284318706,0.030956522
3,1508,69765.9889,4002.776934,69895.14653,4006.026363,0,0.62292242,76,0,0.193861496,0.021217391
3,1509,69756.69699,4009.27578,69788.06955,4303.816587,448,0.95451736,111,0.006438354,0.412101169,0.033391304
3,1510,69781.51522,4297.267795,70061.46893,4247.295765,301,0.93440992,88,0.004325769,0.398867429,0.025391304
3,1511,70041.43813,4251.420457,70233.38645,4184.99697,158,0.84121364,76,0.00227067,0.337530167,0.021217391
3,1512,70216.47626,4188.130042,70382.22734,4217.466861,0,0.67026711,67,0,0.22502147,0.018086957
3,1513,70149.70226,4091.602475,70234.13596,4392.00481,86,0.75769329,67,0.001235934,0.282561132,0.018086957
3,1514,70087.89039,4417.306598,70334.33304,4354.228026,61,0.683514,57,0.000876651,0.233739929,0.014608696
3,1515,70095.94191,4437.966848,70097.43894,4410.145886,44,0.64285713,48,0.000632338,0.206981553,0.011478261
3,1516,69867.49745,4452.924347,70099.23535,4433.180448,57,0.6453076,40,0.000819166,0.208594333,0.008695652
3,1517,69871.92948,4414.595007,69884.29936,4455.592108,22,0.57807016,32,0.000316169,0.164341918,0.005913043
3,1518,69749.13589,4422.432693,69880.67889,4419.418202,0,0.44353819,27,0,0.075799514,0.004173913
3,1519,69916.22956,4263.70827,69938.60564,4382.298587,104,0.82487941,76,0.001494618,0.326779771,0.021217391
3,1520,69924.01455,4375.030165,70044.16447,4381.348493,73,0.74157214,67,0.001049107,0.271950975,0.018086957
3,1521,70020.8155,4375.516188,70069.46453,4411.025366,48,0.6679796,57,0.000689824,0.223515942,0.014608696
3,1522,70058.62162,4392.865534,70073.52296,4449.286048,32,0.625,48,0.000459882,0.195228858,0.011478261
3,1523,69568.28357,4227.769827,69656.26371,4202.23063,0,0.54496264,57,0,0.142552157,0.014608696
3,1524,69651.30534,4162.287497,69651.92513,4211.210088,44,0.67386353,70,0.000632338,0.227388458,0.019130435
3,1525,69605.44036,4176.530779,69777.74393,4145.567115,96,0.82174498,85,0.001379647,0.324716842,0.024347826
3,1526,69743.73121,4032.689616,69892.08579,4027.933602,0,0.7936511,85,0,0.306226815,0.024347826
3,1527,69642.02637,4047.469774,69777.86833,4080.543521,108,0.86894,111,0.001552103,0.35577831,0.033391304
3,1528,69647.9597,3992.242857,69656.39127,4058.390351,114,0.84139031,142,0.001638331,0.337646443,0.044173913
3,1529,69067.87731,3844.449546,69106.41559,3856.443126,152,0.85137373,301,0.002184442,0.344217045,0.099478261
3,1530,69093.14832,3934.717041,69101.67729,3849.183852,54,0.69839776,191,0.000776052,0.243535696,0.061217391
3,1531,69081.46047,3927.14215,69176.54261,3939.13573,0,0.54888016,94,0,0.145130479,0.027478261
3,1532,68876.28615,6211.541549,69291.45988,6197.101512,150,1.0414364,296,0.002155699,0.469307057,0.09773913
3,1533,69263.86923,6265.363518,69476.71145,6225.981586,0,1.0357143,296,0,0.465541049,0.09773913
3,1534,68889.42456,6119.650385,68892.05223,6361.192873,0,0.85775822,217,0,0.348419006,0.07026087
3,1535,68698.91765,5977.875455,68708.11451,6349.378289,0,1.0739427,452,0,0.490701124,0.152
3,1536,68573.58381,5996.08804,68617.54272,6201.228563,333,1.0997764,452,0.004785652,0.507703609,0.152
3,1537,68495.49208,6185.210039,68689.42848,6196.0613,599,1.013424,281,0.008608424,0.450870657,0.092521739
3,1538,68658.91528,6334.10873,68678.05034,6187.875061,160,0.85117358,201,0.002299412,0.344085316,0.064695652
3,1539,68452.04981,6297.421132,68603.0616,6331.525104,4,0.71586239,153,5.74853E-05,0.255030067,0.048
3,1540,68583.40939,6329.45819,68675.98168,6323.774204,2,0.71260846,153,2.87427E-05,0.252888488,0.048
3,1541,68577.72059,6330.491647,68584.96087,6182.707798,204,0.85696387,201,0.002931751,0.347896203,0.064695652
3,1542,68383.7842,6214.228121,68593.23548,6251.432454,0,0.70618856,153,0,0.248663222,0.048
3,1543,68566.34297,6231.280113,68688.91079,6232.313559,3,0.71586239,153,4.3114E-05,0.255030067,0.048
3,1544,68482.4915,6000.680537,68511.45264,6193.936342,395,1.0997764,452,0.005676674,0.507703609,0.152
3,1545,67968.65417,6055.770006,67986.92815,6239.185405,170,1.0775586,452,0.002443125,0.493080933,0.152
3,1546,67977.79115,6234.205805,68129.79748,6221.756789,0,0.94043511,281,0,0.402832917,0.092521739
3,1547,67895.61698,5798.340191,67952.31688,6057.43965,313,1.2106085,736,0.004498225,0.580647911,0.250782609
