Ref,x1,y1,x2,y2,Choice R3,Choice R7,Choice [Connectivity Wgt] R3,Choice [Connectivity Wgt] R7,Choice [Connectivity Wgt][Norm] R3,Choice [Connectivity Wgt][Norm] R7,Choice [Norm] R3,Choice [Norm] R7,Connectivity,Control,Controllability,Entropy R3,Entropy R7,Harmonic Mean Depth R3,Harmonic Mean Depth R7,Integration [HH] R3,Integration [HH] R7,Integration [P-value] R3,Integration [P-value] R7,Integration [Tekl] R3,Integration [Tekl] R7,Intensity R3,Intensity R7,Line Length,Mean Depth R3,Mean Depth R7,Mean Depth [Connectivity Wgt] R3,Mean Depth [Connectivity Wgt] R7,Node Count R3,Node Count R7,RA R3,RA R7,RA [Penn] R3,RA [Penn] R7,RRA R3,RRA R7,Relativised Entropy R3,Relativised Entropy R7,Total Connectivity R3,Total Connectivity R7,Total Depth R3,Total Depth R7
1086,10738.153272,2806.49439304,10744.1199967,2802.91341081,13,60,275,1339,0.13017751,0.021012327,0.095588237,0.012121212,2,0.53333336,0.25,1.3805348,2.4043143,5.1428571,7.8180561,1.3443909,0.94162208,1.3443909,0.94162208,0.65431285,0.64081854,1.0804185,0.55189943,6.9588246,2.4117646,5.4099998,2.3384616,5.3193278,18,101,0.17647059,0.089090906,0.22580644,0.23834197,0.74383128,1.0619972,1.8379663,2.9328964,65,357,41,541
1087,10701.7295346,2827.98030856,10738.153272,2806.49439304,21,100,311,1845,0.2391388,0.045749851,0.23076923,0.032456994,3,1.1666666,0.375,1.5214777,2.48875,5.7142859,8.0646448,1.3845592,0.89853758,1.3845592,0.89853758,0.66066402,0.62946898,1.4263853,0.59255952,42.288689,2.2142856,5.2658229,2.1568627,5.2007041,15,80,0.18681319,0.10938007,0.31999999,0.25607064,0.72225159,1.1129196,1.5276568,2.8200822,51,284,31,416
1088,10676.2373713,2837.53397295,10701.7295346,2827.98030856,14,162,258,2841,0.15338883,0.040621694,0.15384616,0.027522936,3,1,0.42857143,1.4860064,2.4112196,5.5081968,8.7597647,1.3076391,0.96971494,1.3076391,0.96971494,0.6475991,0.64611632,1.3111821,0.55372477,27.223572,2.2857144,5.4036698,2.3275862,5.2566843,15,110,0.1978022,0.081549436,0.28,0.24170616,0.76473695,1.0312309,1.6335514,2.8944561,58,374,32,589
1089,10818.1474581,2761.14407542,10867.7068954,2856.6282549,45,444,687,7185,0.2650463,0.08717756,0.23684211,0.066566713,5,1.45,0.38461539,1.5516773,2.462997,8.5496187,11.826199,1.8959359,1.0145644,1.8959359,1.0145644,0.72832769,0.65239829,1.5516773,0.57982022,107.57958,2.0999999,5.2931032,1.9722222,5.1600986,21,117,0.11578947,0.07466267,0.4054054,0.26222223,0.52744401,0.9856447,1.454959,2.889276,72,406,42,614
1090,10867.7068954,2856.6282549,10881.4325886,2881.09407267,12,78,269,1783,0.14944445,0.032158285,0.088235296,0.017844887,3,1.0333333,0.30000001,1.4906038,2.4089158,6.4615383,8.9012671,1.5364467,0.92595708,1.5364467,0.92595708,0.68301076,0.63741773,1.3415434,0.55545384,28.053001,2.2352941,5.3936172,2.0666666,5.3393393,18,95,0.15441176,0.094486386,0.32258064,0.23941068,0.65085238,1.0799637,1.5953623,2.975415,60,333,38,507
1091,10876.0558572,2891.83709152,10881.4325886,2881.09407267,7,65,187,1163,0.12363636,0.039068799,0.06666667,0.026156941,2,0.53333336,0.25,1.4274213,2.5637288,4.9411764,7.1614027,1.31797,0.90644753,1.31797,0.90644753,0.64956075,0.62744093,1.202039,0.6409322,12.013396,2.3333333,5.0704226,2.2,5.0655737,16,72,0.19047619,0.11629779,0.25925925,0.28641975,0.75874263,1.1032078,1.7064047,2.6693783,55,244,35,360
1092,10759.2928433,2950.92386466,10876.0558572,2891.83709152,67,812,956,9391,0.291419,0.19294462,0.24275362,0.19397993,5,1.7833333,0.38461539,1.5115664,2.6169162,9.617486,11.753856,1.8416041,1.0265057,1.8416041,1.0265057,0.71808445,0.6479876,1.3030745,0.674164,130.86194,2.25,4.9347825,2.0987654,4.9391026,25,93,0.10869565,0.08647874,0.33333334,0.31826743,0.54300487,0.97417873,1.6581284,2.6693599,81,312,54,454
1093,7006.28979464,2072.93779892,7031.83761778,1972.89889819,22,373,183,2868,0.33608815,0.14057446,0.33333334,0.12420912,3,1.3333334,0.42857143,1.5415961,2.4825799,5.1063828,7.5860772,1.2989333,0.90192759,1.2989333,0.90192759,0.64596856,0.62952232,1.5415961,0.59612101,103.24957,2.1666667,5.2307692,2.030303,5.0445542,13,79,0.21212122,0.10989011,0.33333334,0.26174498,0.76986253,1.1087364,1.4444195,2.7695055,33,202,26,408
1094,6981.33196479,2163.8033678,7006.28979464,2072.93779892,8,140,76,1186,0.28733459,0.081118979,0.22222222,0.071684591,2,0.83333331,0.40000001,1.5142466,2.3612325,3.6923077,5.3817406,1,0.78866535,1,0.78866535,0.57812965,0.60865718,1.5142466,0.53778958,94.230804,2.2222223,5.4761906,2,5.3859649,10,64,0.30555555,0.14439324,0.26666668,0.21008404,1,1.267965,1.4379251,2.957602,23,171,20,345
1095,6954.57075921,2239.06561162,6981.33196479,2163.8033678,6,98,54,862,0.29916897,0.083140433,0.2857143,0.076862745,2,1,0.5,1.5306391,2.3316982,3,4.4210525,0.8619656,0.71790522,0.8619656,0.71790522,0.52832085,0.59144229,1.7493018,0.52716655,79.878456,2.1428571,5.5294118,2,5.5555553,8,52,0.38095239,0.18117647,0.27272728,0.18947369,1.1601391,1.3929416,1.2942394,3.0115371,19,144,15,282
1096,6918.89286242,2316.83752128,6954.57075921,2239.06561162,6,96,54,764,0.29916897,0.11162247,0.2857143,0.10631229,2,1,0.5,1.5306391,2.4677291,3,4.3383417,0.8619656,0.70814335,0.8619656,0.70814335,0.52832085,0.58380824,1.7493018,0.59333378,85.565079,2.1428571,5.2790699,2,5.3162394,8,44,0.38095239,0.20376523,0.27272728,0.22362868,1.1601391,1.4121435,1.2942394,2.7860796,19,117,15,227
1097,6886.61021009,2387.5658261,6918.89286242,2316.83752128,8,120,76,852,0.28733459,0.15165539,0.22222222,0.13289036,2,0.83333331,0.40000001,1.5142466,2.5777988,3.6923077,5.0174217,1,0.75754869,1,0.75754869,0.57812965,0.59145713,1.5142466,0.66329324,77.747429,2.2222223,5,2,4.8773584,10,44,0.30555555,0.19047619,0.26666668,0.27426159,1,1.3200471,1.4379251,2.5845897,23,106,20,215
1098,6790.40790614,2556.62539027,6886.61021009,2387.5658261,22,250,178,1583,0.34765625,0.24361342,0.33333334,0.23126735,3,1.3333334,0.42857143,1.5415961,2.6745856,5.1063828,6.4285712,1.2989333,0.84957987,1.2989333,0.84957987,0.64596856,0.6077652,1.5415961,0.74208152,194.51483,2.1666667,4.7021275,2,4.5701756,13,48,0.21212122,0.16096207,0.33333334,0.33333334,0.76986253,1.1770524,1.4444195,2.4235408,32,114,26,221
1099,6644.37899812,2794.91501634,6790.40790614,2556.62539027,8,90,92,753,0.23469388,0.12446281,0.17777778,0.099667773,2,0.83333331,0.40000001,1.4754353,2.5742218,3.8709676,5.1001225,1.0207884,0.75316978,1.0207884,0.75316978,0.58639652,0.59079182,1.3524823,0.65852189,279.47519,2.3,5.0232558,2.1428571,4.9363637,11,44,0.2888889,0.1915836,0.23529412,0.27004218,0.97963494,1.3277218,1.5687064,2.6410248,28,110,23,216
1100,6440.41942709,3136.56353773,6644.37899812,2794.91501634,8,74,90,701,0.28799999,0.12019891,0.22222222,0.085946575,2,0.83333331,0.40000001,1.5142466,2.5138757,3.6923077,4.8022866,1,0.71997881,1,0.71997881,0.57812965,0.58481121,1.5142466,0.62124515,397.8985,2.2222223,5.1666665,2,5.0092592,10,43,0.30555555,0.20325203,0.26666668,0.24242425,1,1.3889297,1.4379251,2.7620223,25,108,20,217
1101,6382.52215992,3243.85264023,6440.41942709,3136.56353773,12,94,106,866,0.33919999,0.13327177,0.33333334,0.094949491,3,1.1666666,0.5,1.563269,2.5567975,4,5.3360281,1.2222222,0.75956285,1.2222222,0.75956285,0.63092977,0.5933488,1.9540863,0.64622355,121.91409,2,5.0666666,1.76,4.8596492,10,46,0.25,0.18484849,0.40000001,0.26506025,0.81818181,1.3165468,1.2090708,2.692342,25,114,18,228
1102,6343.43788671,3222.91491921,6453.71097429,2998.86264737,8,97,90,863,0.28799999,0.12826991,0.22222222,0.097979799,2,0.83333331,0.40000001,1.5142466,2.522218,3.6923077,5.0074515,1,0.7393617,1,0.7393617,0.57812965,0.59029442,1.5142466,0.62043864,249.71899,2.2222223,5.1777778,2,5.0431032,10,46,0.30555555,0.18989898,0.26666668,0.24497992,1,1.352518,1.4379251,2.7358184,25,116,20,233
1103,6453.71097429,2998.86264737,6671.91944014,2565.98280639,8,104,92,857,0.23469388,0.13911209,0.17777778,0.11517165,2,0.83333331,0.40000001,1.4754353,2.5742218,3.8709676,5.1001225,1.0207884,0.75316978,1.0207884,0.75316978,0.58639652,0.59079182,1.3524823,0.65852189,484.76788,2.3,5.0232558,2.1428571,4.9549551,11,44,0.2888889,0.1915836,0.23529412,0.27004218,0.97963494,1.3277218,1.5687064,2.6410248,28,111,23,216
1104,6671.91944014,2565.98280639,6787.12398116,2335.59119844,22,248,175,1598,0.36420396,0.22569028,0.33333334,0.2294172,3,1.3333334,0.42857143,1.5415961,2.6400006,5.1063828,6.2944016,1.2989333,0.81672317,1.2989333,0.81672317,0.64596856,0.603154,1.5415961,0.70400012,257.58957,2.1666667,4.8510637,1.967742,4.8151259,13,48,0.21212122,0.16743755,0.33333334,0.3065134,0.76986253,1.2244051,1.4444195,2.5632136,31,119,26,228
1105,6787.12398116,2335.59119844,6852.01211235,2199.41532829,8,118,76,814,0.28733459,0.1595922,0.22222222,0.15924427,2,0.83333331,0.40000001,1.5142466,2.6079977,3.6923077,4.8449893,1,0.73567659,1,0.73567659,0.57812965,0.58456755,1.5142466,0.68182945,150.84541,2.2222223,4.9487181,2,4.9405942,10,40,0.30555555,0.20782726,0.26666668,0.2769953,1,1.3592929,1.4379251,2.55934,23,101,20,193
1106,6852.01211235,2199.41532829,6894.74766486,2099.21856612,6,92,52,704,0.32098764,0.13271751,0.2857143,0.1308677,2,1,0.5,1.5306391,2.4879935,3,4.1142859,0.8619656,0.67783225,0.8619656,0.67783225,0.52832085,0.57420558,1.7493018,0.60644841,108.92988,2.1428571,5.2368422,1.9444444,5.262136,8,39,0.38095239,0.22901849,0.27272728,0.22222222,1.1601391,1.4752913,1.2942394,2.7701945,18,103,15,199
1107,6894.74766486,2099.21856612,6925.04883026,2020.92530902,6,86,44,750,0.34375,0.097554632,0.40000001,0.090909094,2,1,0.5,1.5491613,2.307863,2.6666667,3.8605897,0.84912294,0.67316592,0.84912294,0.67316592,0.51139158,0.57906175,2.1688259,0.52187854,83.952339,2,5.5454545,1.875,5.5483871,7,45,0.40000001,0.2114165,0.33333334,0.17695473,1.1776857,1.4855179,1.0911623,3.0479558,16,124,12,244
1108,7015.68515966,2239.209367,7091.97240669,2116.78267091,6,96,52,758,0.32098764,0.12085459,0.2857143,0.12307692,2,1,0.5,1.5306391,2.4697723,3,4.1792378,0.8619656,0.68709588,0.8619656,0.68709588,0.52832085,0.57771468,1.7493018,0.59565097,144.24992,2.1428571,5.2750001,1.9444444,5.3214288,8,41,0.38095239,0.21923077,0.27272728,0.21917808,1.1601391,1.4554009,1.2942394,2.796319,18,112,15,211
1109,6937.55000906,2361.63729415,7015.68515966,2239.209367,8,122,78,846,0.27083334,0.15948723,0.22222222,0.16464238,2,0.83333331,0.40000001,1.5142466,2.6192071,3.6923077,4.8908296,1,0.74535656,1,0.74535656,0.57812965,0.5860886,1.5142466,0.69382972,145.23669,2.2222223,4.8974357,2.0416667,4.9126215,10,40,0.30555555,0.20512821,0.26666668,0.28638497,1,1.3416398,1.4379251,2.5257833,24,103,20,191
1110,6822.25641246,2543.66093737,6937.55000906,2361.63729415,22,258,197,1721,0.32163265,0.23902778,0.2820513,0.23866791,3,1.3333334,0.42857143,1.5164965,2.6450334,5.3333335,6.3419237,1.3006579,0.82584858,1.3006579,0.82584858,0.64624065,0.60444593,1.4153968,0.71326739,215.46512,2.2307692,4.8085108,2.057143,4.7750001,14,48,0.20512821,0.16558743,0.30434781,0.31417623,0.76884174,1.2108757,1.5425942,2.550359,35,120,29,226
1111,6651.837404,2809.47418928,6822.25641246,2543.66093737,10,122,128,1045,0.28444445,0.16081871,0.18181819,0.12323232,2,0.66666669,0.33333334,1.4854122,2.5651944,4.2105265,5.3361568,1.1191936,0.76795578,1.1191936,0.76795578,0.60985333,0.59460312,1.3711498,0.65554965,315.75198,2.2727273,5.022222,2.0333333,4.877193,12,46,0.25454545,0.18282828,0.2631579,0.27309236,0.89350057,1.3021582,1.5487748,2.6784303,30,114,25,226
1112,6382.52215992,3243.85264023,6651.837404,2809.47418928,12,126,124,1112,0.34019205,0.16527943,0.26666668,0.12173913,3,1.1666666,0.5,1.5531402,2.5812421,4.3636365,5.6500802,1.2063863,0.77512503,1.2063863,0.77512503,0.627249,0.5964182,1.7084541,0.65933901,511.09229,2.0999999,5.021739,1.8148148,4.8189654,11,47,0.24444444,0.17874396,0.35294119,0.27450982,0.82892185,1.2901145,1.3434201,2.6542604,27,116,21,231
1113,7589.64845419,3296.58919452,7616.13136105,3909.36941897,12,231,298,4812,0.093125001,0.080856964,0.088235296,0.057677902,2,0.69999999,0.2857143,1.3366557,2.5420902,5,7.7945213,1.2906152,0.98052138,1.2906152,0.98052138,0.64601481,0.64242315,1.0024918,0.63032752,613.35223,2.4705882,5.0888891,2.4000001,4.9246378,18,91,0.18382353,0.091885142,0.19354838,0.29094413,0.77482426,1.0198656,1.9312027,2.6514537,80,345,42,458
1114,7588.27922446,3277.75561817,7589.64845419,3296.58919452,30,259,550,5002,0.16765738,0.086032972,0.14285715,0.061872911,5,1.1857142,0.38461539,1.547201,2.5915375,8.8888893,11.349624,1.875,1.001604,1.875,1.001604,0.72452676,0.64529783,1.4799315,0.65138644,18.883284,2.1428571,5.0326085,1.8148148,4.9296188,22,93,0.11428571,0.088628761,0.38461539,0.30131826,0.53333336,0.99839866,1.5078954,2.7189214,81,341,45,463
1115,7566.516264,2733.82941232,7588.27922446,3277.75561817,30,520,545,8858,0.17031249,0.13594125,0.14285715,0.097087376,5,1.1857142,0.38461539,1.547201,2.5385485,8.8888893,11.754017,1.875,1.0125763,1.875,1.0125763,0.72452676,0.64952296,1.4799315,0.61843991,544.36139,2.1428571,5.1538463,1.8,5.0027699,22,105,0.11428571,0.080657206,0.38461539,0.28358209,0.53333336,0.98757988,1.5078954,2.785593,80,361,45,536
1116,7544.88688695,2248.16141005,7566.516264,2733.82941232,12,509,276,8370,0.10080351,0.14228766,0.1,0.086476386,2,0.69999999,0.2857143,1.3682612,2.454819,4.9315066,8.0131044,1.2726263,0.99457943,1.2726263,0.99457943,0.64261097,0.64877689,1.0572927,0.57822293,486.14941,2.4375,5.2935781,2.3648648,5.0699706,17,110,0.19166666,0.079510704,0.20689656,0.26066351,0.78577662,1.0054501,1.8650045,2.7898285,74,343,39,577
1117,7532.97570143,2031.09255716,7544.88688695,2248.16141005,8,557,218,8484,0.08181648,0.15394107,0.06666667,0.086477257,2,0.83333331,0.40000001,1.2112218,2.4592981,4.3278689,7.3476429,1.1708162,1.0418169,1.1708162,1.0418169,0.62596482,0.65478086,0.85794878,0.59792662,217.3954,2.5625,5.1578946,2.5616438,4.9066267,17,115,0.20833333,0.073591061,0.13793103,0.28506789,0.854105,0.95986146,2.1209126,2.7007759,73,332,41,588
1118,7513.17196402,1616.64685711,7532.97570143,2031.09255716,22,660,402,9052,0.10870741,0.16228621,0.06769231,0.090909094,3,0.89285713,0.27272728,1.34329,2.5972214,7.6190476,11.526364,1.6413553,1.1460226,1.6413553,1.1460226,0.69434196,0.66637707,0.98023862,0.68142152,414.91858,2.4615386,4.8512397,2.2674417,4.5958085,27,122,0.11692308,0.064187326,0.22448979,0.33900708,0.60925263,0.87258315,1.9798075,2.5098138,86,334,64,587
1119,7532.30778448,1617.80990943,7539.33204434,1781.23946723,14,323,246,2885,0.14625446,0.067211032,0.11666667,0.061488673,3,1.0833334,0.42857143,1.4185407,2.5096157,5.7600002,9.0646048,1.3304729,1.0113996,1.3304729,1.0113996,0.65185225,0.64916062,1.1483425,0.61267614,163.58044,2.375,5.1456308,2.275862,4.9965868,17,104,0.18333334,0.081286885,0.24137931,0.28475711,0.75161242,0.98872888,1.7951456,2.6924725,58,293,38,530
1120,7539.33204434,1781.23946723,7540.10014884,1799.02527271,8,210,102,1990,0.19921875,0.062178757,0.22222222,0.05745554,2,0.83333331,0.40000001,1.5142466,2.3594255,3.6923077,6.0631638,1,0.89341336,1,0.89341336,0.57812965,0.63121146,1.5142466,0.54160953,17.802383,2.2222223,5.4186049,2.21875,5.2450595,10,87,0.30555555,0.10396717,0.26666668,0.23232323,1,1.1193027,1.4379251,2.8875201,32,253,20,466
1121,7540.10014884,1799.02527271,7549.45098607,2010.37908502,6,151,68,1664,0.2361111,0.066922724,0.21428572,0.055905219,2,1,0.5,1.4843777,2.3005557,3.2,5.0870552,0.8870222,0.82236439,0.8870222,0.82236439,0.54406804,0.6180861,1.4843777,0.5135169,211.56056,2.25,5.5540543,2.1666667,5.2914796,9,75,0.35714287,0.12476861,0.23076923,0.2033097,1.1273675,1.2160059,1.47219,2.9971397,24,223,18,411
1122,7549.45098607,2010.37908502,7559.80369871,2246.21417677,8,141,98,1608,0.16955018,0.071555711,0.22222222,0.069940478,2,0.83333331,0.40000001,1.5142466,2.4042017,3.6923077,5.631969,1,0.80593348,1,0.80593348,0.57812965,0.61149317,1.5142466,0.55613208,236.06221,2.2222223,5.40625,2.3235295,5.2405663,10,65,0.30555555,0.13988096,0.26666668,0.22314049,1,1.2407973,1.4379251,2.9056687,34,212,20,346
1123,7559.80369871,2246.21417677,7580.40893646,2730.8496346,22,240,309,2146,0.15570673,0.09732426,0.20952381,0.14026885,3,1.75,0.42857143,1.4528196,2.6005039,5.647059,7.1940231,1.31797,0.86817962,1.31797,0.86817962,0.64956075,0.61724979,1.2234269,0.66965765,485.0733,2.3333333,4.9661016,2.3333333,4.9380951,16,60,0.19047619,0.13676213,0.25925925,0.2972973,0.75874263,1.1518354,1.7175666,2.6346359,63,210,35,293
1124,7580.40893646,2730.8496346,7603.01792503,3275.23314972,32,288,596,3160,0.21767713,0.091370411,0.16842106,0.11925466,4,0.89285713,0.30769232,1.5078828,2.6516321,7.9370079,9.3183298,1.8135039,0.96595943,1.8135039,0.96595943,0.7180022,0.63418317,1.4393427,0.71043724,544.85278,2.1500001,4.8000002,1.8243244,4.8593154,21,71,0.12105263,0.11014493,0.37837839,0.33333334,0.55141872,1.0352402,1.526921,2.5976746,74,263,43,336
1125,7603.01792503,3275.23314972,7603.31848766,3282.65678895,36,291,790,5070,0.25969756,0.10154623,0.17142858,0.089814812,6,1.2857143,0.46153846,1.567582,2.6381786,9.2054796,10.958354,1.9565217,0.99746209,1.9565217,0.99746209,0.73436111,0.64161199,1.567582,0.69115222,7.4297214,2.0952382,4.876543,1.6923077,4.949367,22,82,0.10952381,0.096913584,0.41025642,0.32473117,0.51111114,1.0025444,1.4603568,2.6544905,78,316,44,395
1126,7603.31848766,3282.65678895,7628.92197054,3909.36941897,26,507,596,9714,0.15048605,0.14825554,0.12380952,0.11851332,4,1.0595238,0.33333334,1.5053972,2.6010902,8.2285719,11.001036,1.7307693,1.0189189,1.7307693,1.0189189,0.70672709,0.64744049,1.3247496,0.66260833,627.23541,2.2380953,4.9784946,2.0337079,4.9530387,22,94,0.12380952,0.086489014,0.33333334,0.31098697,0.5777778,0.98143238,1.6242515,2.6563745,89,362,47,463
1127,6347.77934685,3225.59421358,6470.08607139,2997.90857488,8,106,90,1007,0.28799999,0.11735913,0.22222222,0.083137251,2,0.83333331,0.40000001,1.5142466,2.435158,3.6923077,5.1115618,1,0.74700946,1,0.74700946,0.57812965,0.59579271,1.5142466,0.57297832,258.45636,2.2222223,5.352941,2,5.1908398,10,52,0.30555555,0.17411764,0.26666668,0.22105263,1,1.3386711,1.4379251,2.881053,25,131,20,273
1128,6470.08607139,2997.90857488,6739.67961418,2485.84382756,8,124,92,1063,0.23469388,0.12579882,0.17777778,0.093514331,2,0.83333331,0.40000001,1.4754353,2.5086417,3.8709676,5.4390936,1.0207884,0.7781235,1.0207884,0.7781235,0.58639652,0.60097146,1.3524823,0.6098991,578.69763,2.3,5.2115383,2.1428571,5.0615387,11,53,0.2888889,0.16515838,0.23529412,0.24742268,0.97963494,1.285143,1.5687064,2.7508922,28,130,23,271
1129,6313.87142994,3288.70810386,6347.77934685,3225.59421358,12,128,109,1223,0.32248521,0.11017521,0.33333334,0.096530922,3,1.1666666,0.5,1.563269,2.5179143,4,5.6536369,1.2222222,0.78893077,1.2222222,0.78893077,0.63092977,0.60251361,1.9540863,0.62069517,71.645729,2,5.1538463,1.8076923,5.1812081,10,53,0.25,0.16289593,0.40000001,0.25773194,0.81818181,1.2675383,1.2090708,2.7382848,26,149,18,268
1130,6348.64763888,3303.77759013,6382.52215992,3243.85264023,12,210,112,1823,0.30727023,0.18081729,0.33333334,0.17142858,3,1.1666666,0.5,1.563269,2.5603545,4,5.6817832,1.2222222,0.80244207,1.2222222,0.80244207,0.63092977,0.60314715,1.9540863,0.65289038,68.836639,2,5.02,1.8518518,5.0492959,10,51,0.25,0.16408163,0.40000001,0.27956989,0.81818181,1.2461959,1.2090708,2.6372457,27,142,18,251
1131,7588.27922446,3277.75561817,7603.01792503,3275.23314972,48,378,1039,6370,0.30904225,0.1121785,0.18972331,0.094382025,7,1.4095238,0.5,1.5675768,2.5882759,10.08,11.535612,2.0708582,1.0023108,2.0708582,1.0023108,0.74494803,0.64482194,1.5675768,0.65608108,14.952998,2.0869565,5,1.6219512,4.9821959,24,91,0.098814227,0.089887641,0.41860464,0.30635837,0.48289159,0.99769461,1.4732153,2.7729189,82,337,48,450
1132,7603.01792503,3275.23314972,7616.57663901,3272.697612,26,272,472,3616,0.1723886,0.090299539,0.1368421,0.09801802,4,1.0595238,0.33333334,1.5164927,2.6140056,8,9.5565615,1.7379411,0.95672345,1.7379411,0.95672345,0.70838696,0.63494521,1.3846239,0.67572933,13.793755,2.2,4.9333334,1.8513514,4.9681978,21,76,0.12631579,0.10630631,0.35135135,0.31235433,0.57539344,1.0452341,1.5719928,2.6745448,74,283,44,370
1133,7616.57663901,3272.697612,7650.45116005,3275.19394037,10,210,208,2806,0.10822061,0.09824758,0.10989011,0.097902097,2,0.75,0.33333334,1.3797646,2.5385666,4.5714288,6.5678449,1.1768752,0.87161267,1.1768752,0.87161267,0.62482291,0.62100661,1.0892878,0.62761605,33.966377,2.4285715,5.121212,2.4032259,5.0543933,15,67,0.21978022,0.12680653,0.2,0.27466667,0.84970772,1.1472986,1.8288469,2.6905472,62,239,34,338
1134,7650.45116005,3275.19394037,7661.01537973,3275.97812739,6,181,86,2574,0.15794307,0.11346955,0.21428572,0.098907106,2,1,0.5,1.4843777,2.4641516,3.2,5.1297708,0.8870222,0.83098567,0.8870222,0.83098567,0.54406804,0.6133613,1.4843777,0.59912705,10.593285,2.25,5.1967211,2.3939395,5.0281692,9,62,0.35714287,0.13989072,0.23076923,0.25797102,1.1273675,1.2033902,1.47219,2.7121115,33,213,18,317
1135,8283.85906268,1701.01417672,8291.67369092,1829.1344398,14,174,144,1587,0.24913494,0.049586777,0.25454545,0.045454547,3,1.0833334,0.42857143,1.5566417,2.3179412,4.8000002,7.0432868,1.3057258,0.87752396,1.3057258,0.87752396,0.64768547,0.62995243,1.6981546,0.51833355,128.35837,2.090909,5.534091,1.9117647,5.3913045,12,89,0.21818182,0.10423198,0.36842105,0.21301775,0.76585758,1.13957,1.339381,3.0343592,34,253,23,487
1136,8284.58263936,1839.37993725,8291.67369092,1829.1344398,6,64,52,538,0.21487603,0.036371011,0.2857143,0.038717482,2,1.3333334,0.5,1.5306391,2.1835971,3,4.3184886,0.8619656,0.72409022,0.8619656,0.72409022,0.52832085,0.59679806,1.7493018,0.47191292,12.460066,2.1428571,5.7241378,2.0454545,5.5988374,8,59,0.38095239,0.16575922,0.27272728,0.16207951,1.1601391,1.3810434,1.2942394,3.2093973,22,172,15,332
1137,8268.73074388,1851.78170525,8284.58263936,1839.37993725,0,0,10,103,0.1183432,0.018333927,0,0,1,0.5,0.5,1.4575424,2.1653416,1.6,2.4150944,0.42239243,0.56979954,0.42239243,0.56979954,0.25192964,0.54904312,1.8219281,0.47497815,20.126759,2.25,5.7272725,2.2307692,5.7075472,5,34,0.83333331,0.29545453,0,0.11864407,2.3674667,1.7550032,1.2033685,3.1633599,13,106,9,189
1138,9541.25723899,1851.04988298,9544.59682371,1861.08630661,6,52,40,326,0.40816328,0.29515618,0.40000001,0.30409357,2,1,0.5,1.5491613,2.6680872,2.6666667,2.8235295,0.84912294,0.57446837,0.84912294,0.57446837,0.51139158,0.52256483,2.1688259,0.80851132,10.577458,2,4.5263157,1.7142857,4.5106382,7,20,0.40000001,0.39181286,0.33333334,0.27956989,1.1776857,1.7407398,1.0911623,2.3200617,14,47,12,86
1139,6993.72182412,1537.28513353,7016.67590312,1547.54345334,16,396,299,3454,0.12204082,0.078314006,0.076190479,0.068535827,3,1.0333333,0.375,1.3262645,2.5570996,6.5546217,10.030793,1.4516129,1.0570815,1.4516129,1.0570815,0.67052817,0.65505433,0.97259396,0.64222085,25.142054,2.4761906,5.0277777,2.3285713,4.939394,22,109,0.14761905,0.075285569,0.20512821,0.30622008,0.68888891,0.94600093,1.9952292,2.6275973,70,297,52,543
1140,7016.67590312,1547.54345334,7111.43105369,1576.18838704,118,2333,1825,18194,0.30165288,0.30220333,0.17717718,0.29625398,5,1.3928572,0.27777779,1.4144037,2.6777887,12.137592,15.563889,2.0589156,1.2058579,2.0589156,1.2058579,0.73512208,0.67278636,1.0749468,0.72978365,98.990257,2.3783784,4.7063494,2.1454546,4.6426511,38,127,0.076576576,0.059301589,0.28169015,0.36462584,0.48569259,0.82928514,1.8835585,2.480526,110,347,88,593
1141,7111.43105369,1576.18838704,7513.17196402,1616.64685711,206,3233,2844,27009,0.43767312,0.43349999,0.26410258,0.38556948,7,1.8666667,0.31818181,1.4875265,2.7181518,15.08982,17.984312,2.303792,1.261531,2.303792,1.261531,0.75547969,0.67838484,1.2197717,0.76740921,403.77301,2.2750001,4.5769229,1.9912281,4.4050989,41,131,0.065384619,0.055456173,0.33766234,0.38735178,0.43406695,0.79268759,1.7401657,2.4046748,114,353,91,595
1142,7513.17196402,1616.64685711,7532.30778448,1617.80990943,40,924,764,8684,0.18864198,0.15948577,0.1058201,0.12941177,4,1.1428572,0.33333334,1.3801196,2.6251867,9.1428576,13.058135,1.7426945,1.1434281,1.7426945,1.1434281,0.70555019,0.66594946,1.0262427,0.68904036,19.171133,2.4285715,4.8499999,2.2111111,4.6454544,29,121,0.1058201,0.064705886,0.24528302,0.33905581,0.57382405,0.87456304,1.9391338,2.5187914,90,330,68,582
1143,7532.30778448,1617.80990943,8152.20150091,1680.35353836,18,543,365,5689,0.17822266,0.11466868,0.11764706,0.090575479,3,0.91666669,0.375,1.4146782,2.5115643,6.3157897,9.8147326,1.4135897,1.0308732,1.4135897,1.0308732,0.66484892,0.65280122,1.1199536,0.61136758,623.04089,2.3888888,5.1545453,2.25,5.0317459,19,111,0.1633987,0.076230191,0.24242425,0.28482002,0.70741886,0.97005147,1.8209543,2.7027762,64,315,43,567
