Ref,x1,y1,x2,y2,Choice R3,Choice R7,Choice [Connectivity Wgt] R3,Choice [Connectivity Wgt] R7,Choice [Connectivity Wgt][Norm] R3,Choice [Connectivity Wgt][Norm] R7,Choice [Norm] R3,Choice [Norm] R7,Connectivity,Control,Controllability,Entropy R3,Entropy R7,Harmonic Mean Depth R3,Harmonic Mean Depth R7,Integration [HH] R3,Integration [HH] R7,Integration [P-value] R3,Integration [P-value] R7,Integration [Tekl] R3,Integration [Tekl] R7,Intensity R3,Intensity R7,Line Length,Mean Depth R3,Mean Depth R7,Mean Depth [Connectivity Wgt] R3,Mean Depth [Connectivity Wgt] R7,Node Count R3,Node Count R7,RA R3,RA R7,RA [Penn] R3,RA [Penn] R7,RRA R3,RRA R7,Relativised Entropy R3,Relativised Entropy R7,Total Connectivity R3,Total Connectivity R7,Total Depth R3,Total Depth R7
480,9504.6331265,313.026518785,9539.86574535,298.091399282,26,385,297,3016,0.2037037,0.14637579,0.19117647,0.1425398,3,1.25,0.375,1.4441595,2.6281714,6.2068968,8.6172256,1.4028426,0.97240984,1.4028426,0.97240984,0.66319418,0.63641208,1.1815851,0.69405931,38.267418,2.3529413,4.8513513,2.2777777,4.7241378,18,75,0.16911764,0.10551648,0.25806451,0.32624114,0.71283835,1.028373,1.7547162,2.5071375,54,203,40,359
481,9289.83103707,436.741756122,9547.22396369,314.71211085,26,486,321,4176,0.19084424,0.16497777,0.16993465,0.14281516,3,1.25,0.375,1.4146782,2.6027815,6.3157897,9.0505047,1.4135897,0.9928509,1.4135897,0.9928509,0.66484892,0.64172071,1.1199536,0.67271894,284.85498,2.3888888,4.927711,2.3103449,4.7733335,19,84,0.1633987,0.095797822,0.24242425,0.31656185,0.70741886,1.0072006,1.8209543,2.5623903,58,225,43,409
482,9133.6052637,516.867250777,9289.83103707,436.741756122,10,315,158,2942,0.17913832,0.13865586,0.10989011,0.1076555,2,0.66666669,0.33333334,1.3797646,2.5514231,4.5714288,7.0724435,1.1768752,0.94962114,1.1768752,0.94962114,0.62482291,0.63482076,1.0892878,0.64824426,175.57501,2.4285715,5,2.2857144,4.8349514,15,78,0.21978022,0.10526316,0.2,0.30158731,0.84970772,1.0530515,1.8288469,2.5818713,42,206,34,385
483,9021.95181443,533.318391955,9027.61797651,543.484398168,20,245,254,1813,0.33399078,0.18238519,0.19047619,0.18476622,3,0.91666669,0.375,1.4989992,2.6806958,5.915493,7.1056428,1.3873369,0.88294846,1.3873369,0.88294846,0.66087639,0.61540359,1.3324437,0.73998368,11.638431,2.2666667,4.7115383,1.948718,4.7092199,16,53,0.18095239,0.14555053,0.2962963,0.33676976,0.72080547,1.132569,1.6082193,2.4517629,39,141,34,245
484,9537.47237629,264.654045897,9991.87853771,86.1139829554,28,370,544,3956,0.35966942,0.24150667,0.23333333,0.16734509,4,1.0833334,0.44444445,1.5375459,2.6545005,6.7469878,8.7629662,1.5405476,0.94536638,1.5405476,0.94536638,0.68430793,0.63054925,1.4521267,0.70786679,488.22281,2.1875,4.8208957,1.9090909,4.5414367,17,68,0.15833333,0.11578471,0.34482759,0.32808399,0.64911979,1.057791,1.5290827,2.5241902,55,181,35,323
485,9507.30479429,283.051765515,9537.47237629,264.654045897,30,401,576,4360,0.34244946,0.2441141,0.22058824,0.16136821,4,1,0.40000001,1.5404148,2.6648865,7.1489363,9.3253632,1.6132691,0.98854089,1.6132691,0.98854089,0.69413465,0.63718998,1.4593403,0.72678721,35.334957,2.1764705,4.7323942,1.9137931,4.4021163,18,72,0.14705883,0.10663984,0.3548387,0.34567901,0.6198594,1.0115919,1.5170654,2.4537616,58,189,37,336
486,9422.81330078,320.18702002,9507.30479429,283.051765515,18,236,280,2236,0.1920439,0.13802469,0.15000001,0.10359965,4,1.25,0.5,1.4940827,2.6398311,6.4000001,8.5104723,1.4635203,0.95724863,1.4635203,0.95724863,0.67259115,0.63237369,1.3368108,0.7087484,92.292145,2.25,4.7941175,2.0370371,4.438889,17,69,0.16666667,0.11325724,0.31034482,0.33333334,0.68328404,1.0446607,1.6364009,2.4880018,54,180,36,326
487,9397.1430262,323.17927452,9422.81330078,320.18702002,10,163,134,1562,0.21877551,0.11758064,0.22222222,0.092090398,2,0.75,0.33333334,1.5085742,2.5239048,4,5.9882536,1.1058542,0.84182739,1.1058542,0.84182739,0.60528529,0.61429513,1.5085742,0.62584633,25.844082,2.2,5.1166668,2.0857143,4.8098159,11,61,0.26666668,0.13954802,0.29411766,0.27138644,0.9042784,1.187892,1.4395257,2.6697147,35,163,22,307
488,9140.95235009,467.68382857,9397.1430262,323.17927452,6,125,86,1286,0.17898023,0.11280207,0.16666667,0.087351501,2,1,0.5,1.4287713,2.4548013,3.3333333,4.9109755,0.91666669,0.77764505,0.91666669,0.77764505,0.55788589,0.60214871,1.298883,0.58701771,294.1347,2.3333333,5.2777777,2.3225806,5.0728478,10,55,0.33333334,0.16142558,0.2,0.23762377,1.0909091,1.2859337,1.6264987,2.7812643,31,151,21,285
489,9126.02440637,470.676119305,9140.95235009,467.68382857,8,123,84,1182,0.26879999,0.12413359,0.2857143,0.10904256,2,0.83333331,0.40000001,1.5388472,2.5260487,3.4285715,5.04,0.98558021,0.76911962,0.98558021,0.76911962,0.57015699,0.59698206,1.7312031,0.62830657,15.224891,2.125,5.125,2.04,5.0652175,9,49,0.32142857,0.17553191,0.30769232,0.25842696,1.0146308,1.3001879,1.293768,2.6701157,25,138,17,246
490,9021.95181443,533.318391955,9126.02440637,470.676119305,12,147,132,1280,0.27471384,0.14046639,0.21818182,0.125,3,1.1666666,0.5,1.5262643,2.620198,4.6153846,6.1351185,1.2052853,0.81653053,1.2052853,0.81653053,0.62747359,0.60448056,1.5262643,0.68591571,121.47082,2.1818182,4.9183674,1.9354838,4.8666668,12,50,0.23636363,0.1632653,0.31578946,0.29670331,0.82967907,1.224694,1.4668683,2.5623949,31,135,24,241
491,8748.01681148,698.19690238,9021.95181443,533.318391955,12,139,132,1186,0.27471384,0.14253952,0.21818182,0.12322695,3,1.1666666,0.5,1.5262643,2.6250546,4.6153846,6.0774479,1.2052853,0.81436193,1.2052853,0.81436193,0.62747359,0.60350502,1.5262643,0.69154668,319.72693,2.1818182,4.8958335,1.9354838,4.8139534,12,49,0.23636363,0.16578014,0.31578946,0.29962546,0.82967907,1.2279552,1.4668683,2.5481904,31,129,24,235
492,8727.12214305,702.37834869,8748.01681148,698.19690238,8,108,82,967,0.28472221,0.11621898,0.2857143,0.095744684,2,0.83333331,0.40000001,1.5388472,2.5124037,3.4285715,4.9963603,0.98558021,0.76142842,0.98558021,0.76142842,0.57015699,0.59584963,1.7312031,0.61863202,21.308958,2.125,5.1666665,2,5.0930233,9,49,0.32142857,0.17730497,0.30769232,0.25093633,1.0146308,1.3133211,1.293768,2.703418,24,129,17,248
493,8672.77596766,729.845259812,8727.12214305,702.37834869,6,112,72,987,0.21301775,0.12433863,0.21428572,0.099290781,2,1,0.5,1.4843777,2.5075357,3.2,4.7567568,0.8870222,0.76911962,0.8870222,0.76911962,0.54406804,0.59698206,1.4843777,0.62370181,60.892841,2.25,5.125,2.2307692,5,9,49,0.35714287,0.17553191,0.23076923,0.25842696,1.1273675,1.3001879,1.47219,2.6583138,26,126,18,246
494,8605.89521758,787.170549327,8672.77596766,729.845259812,8,141,104,1183,0.21644121,0.11410108,0.17777778,0.10633484,2,0.83333331,0.40000001,1.4754353,2.578593,3.8709676,5.6390176,1.0207884,0.82323211,1.0207884,0.82323211,0.58639652,0.60732222,1.3524823,0.66342443,88.086456,2.3,4.9807692,2.1612904,4.9652777,11,53,0.2888889,0.1561086,0.23529412,0.28865978,0.97963494,1.2147242,1.5687064,2.5615764,31,144,23,259
495,8248.42606876,1024.81138354,8605.89521758,787.170549327,16,198,198,1767,0.21416982,0.08747308,0.13333334,0.084398977,3,1.0333333,0.375,1.4726398,2.5816388,6.0759492,8.0701628,1.3938289,0.90628552,1.3938289,0.90628552,0.66181248,0.62661654,1.2517439,0.65239966,429.25211,2.3125,5.0289855,2.0232558,5.0945272,17,70,0.175,0.11849958,0.27586207,0.29262087,0.71744823,1.103405,1.6838834,2.67417,43,201,37,347
496,9027.61797651,543.484398168,9048.49038104,577.863332947,54,534,474,3684,0.44801512,0.24058776,0.35294119,0.26488096,4,1.5,0.36363637,1.5347224,2.6800034,7.4666667,8.8465824,1.6828449,0.94697183,1.6828449,0.94697183,0.70292342,0.62948638,1.4579864,0.72887117,40.219006,2.1666667,4.75,1.9130435,4.777143,19,65,0.13725491,0.11904762,0.36363637,0.33884299,0.59423184,1.0559976,1.5144788,2.5169542,46,175,39,304
497,9048.49038104,577.863332947,9055.5814326,588.74805582,10,172,122,1162,0.19918367,0.12382119,0.12820514,0.13490196,2,0.75,0.33333334,1.4174378,2.6172011,4.48,5.9806943,1.1561403,0.83334726,1.1561403,0.83334726,0.61990625,0.60810322,1.1673018,0.68734574,12.990774,2.3846154,4.9019608,2.1714287,4.941606,14,52,0.23076923,0.15607843,0.2173913,0.30175439,0.86494696,1.19998,1.7433239,2.5471866,35,137,31,250
498,9055.5814326,588.74805582,9078.20155313,642.596869953,6,120,66,810,0.24952741,0.15880796,0.21428572,0.15384616,2,1,0.5,1.4843777,2.5799959,3.2,4.5436106,0.8870222,0.73895216,0.8870222,0.73895216,0.54406804,0.58600724,1.4843777,0.6694926,58.406887,2.25,4.9749999,2.1304348,4.9108911,9,41,0.35714287,0.20384616,0.23076923,0.2739726,1.1273675,1.3532676,1.47219,2.5607185,23,101,18,199
499,9078.20155313,642.596869953,9085.90486189,650.29331054,6,84,44,570,0.34375,0.18266304,0.40000001,0.16935484,2,1,0.5,1.5491613,2.5490196,2.6666667,3.7024794,0.84912294,0.65862465,0.84912294,0.65862465,0.51139158,0.56398064,2.1688259,0.6571691,10.889268,2,5.03125,1.875,4.949367,7,33,0.40000001,0.26008064,0.33333334,0.24561404,1.1776857,1.5183156,1.0911623,2.6109886,16,79,12,161
500,9085.90486189,650.29331054,9121.64955039,654.814481642,6,60,40,408,0.40816328,0.21227887,0.40000001,0.18461539,2,1,0.5,1.5491613,2.5305223,2.6666667,3.1549296,0.84912294,0.59401429,0.84912294,0.59401429,0.51139158,0.54270524,2.1688259,0.65696257,36.029484,2,5.0384617,1.7142857,4.9032259,7,27,0.40000001,0.32307693,0.33333334,0.22222222,1.1776857,1.6834612,1.0911623,2.6744645,14,62,12,131
501,9121.64955039,654.814481642,9154.23276534,650.750654362,6,46,40,304,0.40816328,0.22485207,0.40000001,0.21904762,2,1,0.5,1.5491613,2.5452991,2.6666667,2.7654321,0.84912294,0.5487805,0.84912294,0.5487805,0.51139158,0.52251685,2.1688259,0.69131577,32.835659,2,4.9047618,1.7142857,4.9038463,7,22,0.40000001,0.3904762,0.33333334,0.21904762,1.1776857,1.8222222,1.0911623,2.667886,14,52,12,103
502,9154.23276534,650.750654362,9170.97521676,709.251604177,6,42,40,258,0.40816328,0.2548148,0.40000001,0.30882353,2,1,0.5,1.5491613,2.6266158,2.6666667,2.5,0.84912294,0.53775632,0.84912294,0.53775632,0.51139158,0.5078814,2.1688259,0.8013404,60.849575,2,4.5294118,1.7142857,4.7555556,7,18,0.40000001,0.44117647,0.33333334,0.25925925,1.1776857,1.8595783,1.0911623,2.4267993,14,45,12,77
503,9170.97521676,709.251604177,9182.91979812,726.565430347,6,44,40,272,0.40816328,0.28099173,0.40000001,0.32352942,2,1,0.5,1.5491613,2.6741021,2.6666667,2.5945945,0.84912294,0.54687089,0.84912294,0.54687089,0.51139158,0.50997484,2.1688259,0.82989377,21.034296,2,4.4705882,1.7142857,4.6136365,7,18,0.40000001,0.43382353,0.33333334,0.27160493,1.1776857,1.8285853,1.0911623,2.3260884,14,44,12,76
504,9182.91979812,726.565430347,9197.24661658,733.73924176,6,50,40,330,0.40816328,0.27488548,0.40000001,0.29239765,2,1,0.5,1.5491613,2.6680872,2.6666667,2.8235295,0.84912294,0.56602031,0.84912294,0.56602031,0.51139158,0.52073008,2.1688259,0.796444,16.022524,2,4.5789475,1.7142857,4.6122451,7,20,0.40000001,0.39766082,0.33333334,0.26881722,1.1776857,1.766721,1.0911623,2.3558202,14,49,12,87
505,9197.24661658,733.73924176,9273.70084286,732.667743247,6,60,42,440,0.37333333,0.2020202,0.40000001,0.2173913,2,1,0.5,1.5491613,2.6018472,2.6666667,3.2307692,0.84912294,0.59406585,0.84912294,0.59406585,0.51139158,0.53884023,2.1688259,0.70702368,76.461731,2,4.875,1.8,4.939394,7,25,0.40000001,0.33695653,0.33333334,0.24390244,1.1776857,1.683315,1.0911623,2.5528393,15,66,12,117
506,9273.70084286,732.667743247,9311.91682404,736.849201391,6,80,56,642,0.28,0.14227147,0.2857143,0.14260249,2,1,0.5,1.5306391,2.4848485,3,3.884393,0.8619656,0.64935088,0.8619656,0.64935088,0.52832085,0.56486964,1.7493018,0.6124627,38.444061,2.1428571,5.2058825,2.05,5.1894736,8,35,0.38095239,0.25490198,0.27272728,0.21857923,1.1601391,1.5399994,1.2942394,2.7937908,20,95,15,177
507,9311.91682404,736.849201391,9368.04411131,747.590328576,8,120,90,960,0.26627219,0.12288,0.22222222,0.12121212,2,0.83333331,0.40000001,1.5142466,2.5006227,3.6923077,4.8886404,1,0.73544973,1,0.73544973,0.57812965,0.589697,1.5142466,0.61185449,57.145817,2.2222223,5.1999998,2.0384614,5.1040001,10,46,0.30555555,0.19090909,0.26666668,0.24096386,1,1.3597122,1.4379251,2.7574601,26,125,20,234
508,9368.04411131,747.590328576,9686.88539683,764.420726963,14,182,151,1574,0.27731863,0.099356145,0.25454545,0.096245371,3,1.0833334,0.42857143,1.5566417,2.5134778,4.8000002,6.7278991,1.3057258,0.83675593,1.3057258,0.83675593,0.64768547,0.61462367,1.6981546,0.61138648,319.28519,2.090909,5.1935482,1.8787879,5.1348314,12,63,0.21818182,0.13749339,0.36842105,0.25925925,0.76585758,1.1950916,1.339381,2.7721853,33,178,23,322
509,8281.17626295,1036.5328182,8641.10557253,788.38579089,8,225,120,2088,0.16620499,0.087871388,0.12121212,0.073028237,2,0.83333331,0.40000001,1.3845311,2.4779611,4.0975609,6.5189018,1.0697098,0.90390199,1.0697098,0.90390199,0.60170126,0.63011342,1.1249316,0.59352362,437.17966,2.4166667,5.2405062,2.3157895,5.1605506,13,80,0.25757575,0.10873093,0.19047619,0.26048565,0.93483305,1.1063147,1.7917442,2.7455106,38,218,29,414
510,8641.10557253,788.38579089,9001.30204888,572.780314432,8,202,106,1892,0.19467402,0.092736006,0.14545454,0.079029731,2,0.83333331,0.40000001,1.4308271,2.4822462,4,6.266531,1.0445806,0.87541479,1.0445806,0.87541479,0.59431612,0.62401015,1.2264233,0.5960657,419.79425,2.3636363,5.2361112,2.2424242,5.2227721,12,73,0.27272728,0.11932708,0.21052632,0.25790754,0.957322,1.1423156,1.6862333,2.7466147,33,202,26,377
511,9001.30204888,572.780314432,9125.24516994,502.101749815,26,331,242,2611,0.28792384,0.14165582,0.24761905,0.14109121,3,1.25,0.375,1.4989992,2.5981252,5.915493,8.0648537,1.3873369,0.91285282,1.3873369,0.91285282,0.66087639,0.62742156,1.3324437,0.66134101,142.67921,2.2666667,5,2.0975609,5,16,70,0.18095239,0.11764706,0.2962963,0.29770991,0.72080547,1.0954669,1.6082193,2.6172447,41,192,34,345
512,8119.7852652,743.63100687,8154.10506421,795.102289459,6,162,62,1730,0.23440453,0.0928884,0.2857143,0.077884614,2,1,0.5,1.5306391,2.3522856,3,4.829627,0.8619656,0.80056906,0.8619656,0.80056906,0.52832085,0.61125374,1.7493018,0.53720015,61.863895,2.1428571,5.4615383,2.173913,5.3523316,8,66,0.38095239,0.13942307,0.27272728,0.21409214,1.1601391,1.2491115,1.2942394,2.9166441,23,193,15,355
513,7455.04092592,-157.66267186,7496.54083209,-293.562413148,6,206,90,1744,0.16528925,0.10302457,0.16666667,0.096037298,2,1,0.5,1.4287713,2.4796543,3.3333333,5.3992581,0.91666669,0.87161267,0.91666669,0.87161267,0.55788589,0.62100661,1.298883,0.61305106,142.09497,2.3333333,5.121212,2.3636363,4.8097825,10,67,0.33333334,0.12680653,0.2,0.27466667,1.0909091,1.1472986,1.6264987,2.6659968,33,184,21,338
514,7496.54083209,-293.562413148,7553.8815018,-460.700944841,12,310,250,2426,0.082182772,0.10024793,0.063157894,0.098101266,2,0.69999999,0.2857143,1.2443329,2.604481,5.1485147,7.6614776,1.3455029,1.0131454,1.3455029,1.0131454,0.65559119,0.64304405,0.87103307,0.6962474,176.70099,2.55,4.8000002,2.4871795,4.4681816,21,81,0.1631579,0.09620253,0.16216215,0.33769062,0.74321657,0.98702508,2.104074,2.4769378,78,220,51,384
515,7553.8815018,-460.700944841,7660.60349762,-740.34450316,86,1060,1435,9323,0.23719008,0.27582839,0.1733871,0.23245615,5,1.45,0.27777779,1.466736,2.7248242,11.48265,13.339102,2.072258,1.1775635,2.072258,1.1775635,0.7380603,0.6643669,1.2100571,0.79371756,299.31607,2.28125,4.4791665,2.0545454,4.1269231,33,97,0.082661293,0.073245615,0.32786885,0.39819819,0.4825654,0.84921104,1.7370037,2.3541718,110,260,73,430
516,7660.60349762,-740.34450316,7741.90012174,-935.946150435,36,673,753,6626,0.14475203,0.1960355,0.088669948,0.15072788,3,0.73333335,0.23076923,1.3441886,2.6731617,8.0672274,10.833056,1.7488363,1.1374068,1.7488363,1.1374068,0.70607024,0.66018951,0.98355263,0.75477511,211.82338,2.4482758,4.5894737,2.3137255,4.2615385,30,96,0.10344828,0.076371782,0.23636363,0.37887067,0.57180882,0.87919283,1.9736971,2.3795676,102,260,71,436
517,8092.22255928,702.299946557,8119.7852652,743.63100687,6,180,82,1922,0.17065556,0.099049188,0.21428572,0.07672634,2,1,0.5,1.4843777,2.3855453,3.2,5.190731,0.8870222,0.82605696,0.8870222,0.82605696,0.54406804,0.61646301,1.4843777,0.54930317,49.678558,2.25,5.42029,2.3548386,5.1522841,9,70,0.35714287,0.13000852,0.23076923,0.22391857,1.1273675,1.2105702,1.47219,2.8772533,31,197,18,374
518,7677.33481709,-495.272934648,8092.22255928,702.299946557,10,236,188,2308,0.12894376,0.10669379,0.10989011,0.085045047,2,0.75,0.33333334,1.3797646,2.5203161,4.5714288,6.9062819,1.1768752,0.90170419,1.1768752,0.90170419,0.62482291,0.62840068,1.0892878,0.61392319,1267.4039,2.4285715,5.1733332,2.3333333,4.8076925,15,76,0.21978022,0.11279279,0.2,0.27039626,0.84970772,1.1090112,1.8288469,2.7109599,54,208,34,388
519,7662.44026922,-530.406651436,7677.33481709,-495.272934648,26,330,452,3196,0.1524709,0.1100532,0.11255411,0.094664373,4,1.0833334,0.33333334,1.4912645,2.6636291,8.4210529,10.777867,1.7269484,1.0279012,1.7269484,1.0279012,0.70565152,0.64588869,1.2703364,0.70974445,38.160522,2.2727273,4.8095236,2.0129869,4.5560164,23,85,0.12121212,0.091795757,0.31707317,0.33747411,0.57905608,0.97285616,1.6748438,2.5267491,77,241,50,404
520,7657.50881577,-542.583877345,7662.44026922,-530.406651436,43,263,886,3438,0.23411283,0.11362284,0.14333333,0.073669471,6,1.4166666,0.42857143,1.5364412,2.7121711,10.455445,12.213972,1.9594067,1.0815674,1.9594067,1.0815674,0.73059762,0.65191823,1.377499,0.75729448,13.137887,2.2,4.635294,1.8850574,4.3983741,26,86,0.1,0.086554624,0.36170211,0.36809817,0.51035857,0.92458403,1.6042399,2.4508069,87,246,55,394
521,7648.49193702,-562.247719663,7657.50881577,-542.583877345,22,235,712,3186,0.15778394,0.11538252,0.06769231,0.069056712,4,0.86666667,0.30769232,1.4441494,2.7037203,9.1317072,11.094977,1.7820429,1.0897959,1.7820429,1.0897959,0.71040267,0.65222108,1.1468245,0.767272,21.632633,2.3461537,4.5783134,2.0736842,4.2638297,27,84,0.10769231,0.08727593,0.2857143,0.3773585,0.56115371,0.91760302,1.7983874,2.3858919,95,235,61,380
522,7579.8078112,-565.59252955,7648.49193702,-562.247719663,77,806,1598,8067,0.28444287,0.26878801,0.1655914,0.20124844,5,1.15,0.27777779,1.4743415,2.7294674,11.304348,12.745186,2.0789747,1.1639738,2.0789747,1.1639738,0.73918509,0.66163015,1.2415507,0.80382371,68.765518,2.2580645,4.4444447,1.990566,4.0653062,32,91,0.08387097,0.077403247,0.33898306,0.4026975,0.48100635,0.85912591,1.705808,2.3446198,106,245,70,400
523,7527.10916425,-568.166464659,7579.8078112,-565.59252955,36,546,690,5138,0.19100346,0.20663999,0.14229248,0.16851851,4,1.1166667,0.36363637,1.449296,2.6863248,8.3999996,10.614179,1.6700469,1.0545559,1.6700469,1.0545559,0.69828314,0.64788425,1.1594368,0.74418455,52.761467,2.347826,4.6666665,2.2117648,4.2869954,24,82,0.12252964,0.091666669,0.27906978,0.36129034,0.59878558,0.94826645,1.7904537,2.4206731,85,223,54,378
524,7204.22698122,-593.814326408,7527.10916425,-568.166464659,10,102,144,831,0.13037574,0.047023539,0.15151516,0.046132971,3,1.5833334,0.5,1.4912097,2.5694516,4.8000002,7.109375,1.2123377,0.90982628,1.2123377,0.90982628,0.62951124,0.6262219,1.3846948,0.65933096,323.89923,2.25,4.970149,2.2340426,4.6010637,13,68,0.22727273,0.12030755,0.2857143,0.30183727,0.82485271,1.0991108,1.5790722,2.5829082,47,188,27,333
525,6892.49901115,-602.176327739,7204.22698122,-593.814326408,0,0,18,150,0.074380167,0.012649688,0,0,1,0.33333334,0.33333334,1.4413203,2.378732,2.1818182,3.5950618,0.63684219,0.75070065,0.63684219,0.75070065,0.44064268,0.5969969,1.4413203,0.55784422,311.84012,2.3333333,5.3653846,2.2727273,5.0584416,7,53,0.53333336,0.17119156,0.11111111,0.21993127,1.5702478,1.3320888,1.4406053,2.8094461,22,154,14,279
526,7164.18536038,1050.29277762,7193.03937238,896.608111805,6,60,40,508,0.40816328,0.12003781,0.40000001,0.12096774,2,1,0.5,1.5491613,2.3534367,2.6666667,3.2391546,0.84912294,0.60257149,0.84912294,0.60257149,0.51139158,0.5538438,2.1688259,0.55473864,156.36986,2,5.40625,1.7142857,5.478261,7,33,0.40000001,0.28427419,0.33333334,0.1754386,1.1776857,1.6595541,1.0911623,2.9981921,14,92,12,173
527,7193.03937238,896.608111805,7231.80081909,698.392907642,6,46,40,332,0.40816328,0.17273673,0.40000001,0.21904762,2,1,0.5,1.5491613,2.5452991,2.6666667,2.7654321,0.84912294,0.5487805,0.84912294,0.5487805,0.51139158,0.52251685,2.1688259,0.69131577,201.96959,2,4.9047618,1.7142857,5.2096772,7,22,0.40000001,0.3904762,0.33333334,0.21904762,1.1776857,1.8222222,1.0911623,2.667886,14,62,12,103
528,7231.80081909,698.392907642,7279.92423495,477.30097521,6,42,40,296,0.40816328,0.16444445,0.40000001,0.24561404,2,1,0.5,1.5491613,2.5232575,2.6666667,2.5454545,0.84912294,0.53457475,0.84912294,0.53457475,0.51139158,0.5137704,2.1688259,0.71077675,226.26866,2,4.7894735,1.7142857,5.2833333,7,20,0.40000001,0.42105263,0.33333334,0.22580644,1.1776857,1.8706458,1.0911623,2.667073,14,60,12,91
529,7279.92423495,477.30097521,7353.92943244,188.384818559,6,48,40,436,0.40816328,0.094618052,0.40000001,0.12698413,2,1,0.5,1.5491613,2.2864866,2.6666667,2.8808863,0.84912294,0.5667299,0.84912294,0.5667299,0.51139158,0.5408541,2.1688259,0.54350913,298.24371,2,5.3928571,1.7142857,5.75,7,29,0.40000001,0.32539684,0.33333334,0.1632653,1.1776857,1.764509,1.0911623,3.1042178,14,96,12,151
530,7353.92943244,188.384818559,7437.2298074,-96.4870410916,6,76,40,752,0.40816328,0.094734192,0.40000001,0.097435899,2,1,0.5,1.5491613,2.2752135,2.6666667,3.4066448,0.84912294,0.64913476,0.84912294,0.64913476,0.51139158,0.57139868,2.1688259,0.51824307,296.80115,2,5.5250001,1.7142857,5.5396824,7,41,0.40000001,0.23205128,0.33333334,0.17351598,1.1776857,1.5405122,1.0911623,3.0650678,14,126,12,221
531,7437.2298074,-96.4870410916,7455.04092592,-157.66267186,6,128,46,1190,0.31833911,0.1016703,0.40000001,0.092888243,2,1,0.5,1.5491613,2.359025,2.6666667,4.177506,0.84912294,0.7511124,0.84912294,0.7511124,0.51139158,0.59770197,2.1688259,0.54908341,63.715725,2,5.3962264,1.9411764,5.1699347,7,54,0.40000001,0.16908564,0.33333334,0.21548821,1.1776857,1.3313587,1.0911623,2.885875,17,153,12,286
532,7373.25449604,183.88995352,7472.64053741,-158.355175106,6,134,46,1282,0.31833911,0.090844668,0.40000001,0.0839599,2,1,0.5,1.5491613,2.3258979,2.6666667,4.2173657,0.84912294,0.76248753,0.84912294,0.76248753,0.51139158,0.60177052,2.1688259,0.5332098,356.38367,2,5.4561405,1.9411764,5.25,7,58,0.40000001,0.15914787,0.33333334,0.20872274,1.1776857,1.3114969,1.0911623,2.935688,17,168,12,311
