Ref,Choice R3,Integration [HH] R3,Total Connectivity R3,Choice normal,Integration normal,Total Connectivity normal
1398,43,1.787379,88,0.018376068,0.481199405,0.110354223
1399,7,1.3746208,64,0.002991453,0.344601906,0.077656676
1400,7,1.2123377,40,0.002991453,0.290896212,0.044959128
1401,4,1.0207884,35,0.001709402,0.227505212,0.038147139
1402,23,1.6794915,82,0.00982906,0.445495299,0.102179837
1403,0,0.90925324,46,0,0.190593955,0.053133515
1404,32,1.5405476,56,0.013675214,0.39951344,0.066757493
1405,3,1.5887082,82,0.001282051,0.415451627,0.102179837
1406,10,1.1191936,36,0.004273504,0.260071262,0.039509537
1407,6,0.8619656,20,0.002564103,0.174944664,0.017711172
1408,4,0.70398736,11,0.001709402,0.122663613,0.005449591
1409,0,0.33333334,7,0,0,0
1410,0,0.76619166,19,0,0.143249398,0.016348774
1411,34,1.7812788,82,0.014529915,0.479180615,0.102179837
1412,0,1.4380959,78,0,0.365608248,0.096730245
1413,6,0.8619656,18,0.002564103,0.174944664,0.014986376
1414,0,0.42239243,11,0,0.029473064,0.005449591
1415,34,1.6071428,64,0.014529915,0.421552342,0.077656676
1416,14,1.2123377,36,0.005982906,0.290896212,0.039509537
1417,0,0.84912294,20,0,0.170694536,0.017711172
1418,2,0.70398736,12,0.000854701,0.122663613,0.006811989
1419,4,0.84912294,20,0.001709402,0.170694536,0.017711172
1420,0,1.1950141,56,0,0.285163169,0.066757493
1421,4,1.1460608,51,0.001709402,0.268962647,0.059945504
1422,10,1.2726263,58,0.004273504,0.310848019,0.069482289
1423,66,1.8833622,90,0.028205128,0.512963922,0.113079019
1424,5,1.1768752,52,0.002136752,0.279160313,0.061307902
1425,2,1.1768752,48,0.000854701,0.279160313,0.055858311
1426,0,0.62688404,24,0,0.097147171,0.023160763
1427,12,1.2906152,56,0.005128205,0.316801235,0.066757493
1428,0,0.8870222,32,0,0.183236852,0.034059946
1429,3,1.2621337,63,0.001282051,0.307375616,0.076294278
1430,51,1.7555087,123,0.021794872,0.470652302,0.158038147
1431,11,1.507236,102,0.004700855,0.388489356,0.129427793
1432,0,0.95710868,51,0,0.206431153,0.059945504
1433,0,0.49860358,18,0,0.054694253,0.014986376
1434,8,1.0697098,51,0.003418803,0.243695177,0.059945504
1435,0,1.5627899,125,0,0.406874269,0.160762943
1436,32,1.7297633,134,0.013675214,0.462132163,0.173024523
1437,26,1.4255327,73,0.011111111,0.361450604,0.089918256
1438,8,1.0207884,31,0.003418803,0.227505212,0.032697548
1439,6,0.8619656,21,0.002564103,0.174944664,0.019073569
1440,10,1.2196002,58,0.004273504,0.293299652,0.069482289
1441,6,0.8870222,28,0.002564103,0.183236852,0.028610354
1442,69,1.9758738,131,0.029487179,0.543579554,0.16893733
1443,510,2.9447608,675,0.217948718,0.864221375,0.910081744
1444,106,2.5552466,506,0.045299145,0.735316206,0.679836512
1445,482,2.7525561,377,0.205982906,0.800613478,0.504087193
1446,16,1.903571,217,0.006837607,0.519651788,0.286103542
