Cluster_Kmeans_916395,Ref,Choice R3,Integration [HH] R3,Total Connectivity R3,choice_normal,integration_normal,connect_normal
3,1124,9,1.1,29,0.0071203 ,0.1712135 ,0.05314010 
3,1125,19,1.3304729,58,0.0150316 ,0.2226832 ,0.12318841 
3,1126,30,1.4803609,64,0.0237342 ,0.2561565 ,0.13768116 
3,1127,14,1.390353,58,0.0110759 ,0.2360557 ,0.12318841 
2,1128,84,1.8344558,79,0.0664557 ,0.3352336 ,0.17391304 
3,1129,12,1.238816,41,0.0094937 ,0.2022142 ,0.08212560 
3,1130,4,0.76619166,21,0.0031646 ,0.0966668 ,0.03381643 
3,1131,0,0.33333334,10,0.0000000 ,0.0000000 ,0.00724638 
2,1132,153,2.222218,101,0.1210443 ,0.4218295 ,0.22705314 
2,1133,6,1.7820429,88,0.0047468 ,0.3235287 ,0.19565217 
2,1134,45,1.9633191,69,0.0356013 ,0.3640116 ,0.14975845 
2,1135,32,1.8344558,88,0.0253165 ,0.3352336 ,0.19565217 
3,1136,0,1.1208336,59,0.0000000 ,0.1758661 ,0.12560386 
2,1137,18,1.7820429,88,0.0142405 ,0.3235287 ,0.19565217 
3,1138,3,1.1768752,59,0.0023734 ,0.1883814 ,0.12560386 
2,1139,16,1.7325417,88,0.0126582 ,0.3124740 ,0.19565217 
2,1140,31,1.8344558,88,0.0245253 ,0.3352336 ,0.19565217 
3,1141,0,1.0233698,58,0.0000000 ,0.1541003 ,0.12318841 
3,1142,2,1.238816,58,0.0015823 ,0.2022142 ,0.12318841 
2,1143,4,1.7325417,88,0.0031646 ,0.3124740 ,0.19565217 
3,1144,0,1.2639573,65,0.0000000 ,0.2078288 ,0.14009662 
3,1145,0,1.2639573,65,0.0000000 ,0.2078288 ,0.14009662 
3,1146,5,1.4652896,71,0.0039557 ,0.2527907 ,0.15458937 
2,1147,44,1.8344558,88,0.0348101 ,0.3352336 ,0.19565217 
3,1148,0,1.1981546,62,0.0000000 ,0.1931336 ,0.13285024 
3,1149,40,1.550553,40,0.0316456 ,0.2718319 ,0.07971014 
3,1150,0,0.84615386,25,0.0000000 ,0.1145241 ,0.04347826 
3,1151,9,1.1191936,31,0.0071203 ,0.1754999 ,0.05797101 
3,1152,23,1.3845592,40,0.0181962 ,0.2347618 ,0.07971014 
3,1153,10,1.1768752,44,0.0079114 ,0.1883814 ,0.08937198 
3,1154,26,1.4255327,60,0.0205696 ,0.2439121 ,0.12801932 
2,1155,58,1.875,66,0.0458861 ,0.3442880 ,0.14251208 
2,1156,92,2.1571438,69,0.0727848 ,0.4072970 ,0.14975845 
2,1157,90,2.1979344,69,0.0712025 ,0.4164064 ,0.14975845 
3,1158,20,1.3076391,41,0.0158228 ,0.2175839 ,0.08212560 
3,1159,7,1.1365665,35,0.0055380 ,0.1793796 ,0.06763285 
3,1160,7,1.0207884,30,0.0055380 ,0.1535238 ,0.05555556 
2,1161,20,1.7322379,138,0.0158228 ,0.3124061 ,0.31642512 
3,1162,8,1.0952908,60,0.0063291 ,0.1701618 ,0.12801932 
3,1163,8,1,29,0.0063291 ,0.1488813 ,0.05314010 
3,1164,18,1.2063863,24,0.0142405 ,0.1949719 ,0.04106280 
3,1165,10,1.1,23,0.0079114 ,0.1712135 ,0.03864734 
3,1166,14,1.1058542,28,0.0110759 ,0.1725209 ,0.05072464 
3,1167,0,0.58170414,15,0.0000000 ,0.0554667 ,0.01932367 
3,1168,12,1.238816,45,0.0094937 ,0.2022142 ,0.09178744 
2,1169,48,1.6700469,67,0.0379747 ,0.2985175 ,0.14492754 
3,1170,28,1.5405476,49,0.0221519 ,0.2695975 ,0.10144928 
3,1171,8,0.98558021,20,0.0063291 ,0.1456611 ,0.03140097 
3,1172,6,0.8619656,16,0.0047468 ,0.1180552 ,0.02173913 
3,1173,6,0.87255627,12,0.0047468 ,0.1204203 ,0.01207729 
3,1174,0,0.9216888,39,0.0000000 ,0.1313927 ,0.07729469 
3,1175,18,1.606352,58,0.0142405 ,0.2842930 ,0.12318841 
3,1176,16,1.7572933,53,0.0126582 ,0.3180016 ,0.11111111 
3,1177,16,1.6474625,50,0.0126582 ,0.2934739 ,0.10386473 
3,1178,6,1.3873369,53,0.0047468 ,0.2353822 ,0.11111111 
3,1179,1,1.4644111,53,0.0007911 ,0.2525945 ,0.11111111 
3,1180,1,1.4644111,53,0.0007911 ,0.2525945 ,0.11111111 
3,1181,1,1.3873369,53,0.0007911 ,0.2353822 ,0.11111111 
3,1182,1,1.550553,53,0.0007911 ,0.2718319 ,0.11111111 
3,1183,8,1.0207884,33,0.0063291 ,0.1535238 ,0.06280193 
3,1184,6,0.8619656,19,0.0047468 ,0.1180552 ,0.02898551 
3,1185,6,0.84912294,17,0.0047468 ,0.1151872 ,0.02415459 
3,1186,6,0.8870222,28,0.0047468 ,0.1236509 ,0.05072464 
3,1187,10,1.2196002,51,0.0079114 ,0.1979229 ,0.10628019 
3,1188,16,1.4135897,57,0.0126582 ,0.2412450 ,0.12077295 
3,1189,0,0.73918515,31,0.0000000 ,0.0906356 ,0.05797101 
3,1190,12,1.3006579,41,0.0094937 ,0.2160248 ,0.08212560 
3,1191,4,1.3088794,57,0.0031646 ,0.2178609 ,0.12077295 
3,1192,4,0.70398736,9,0.0031646 ,0.0827752 ,0.00483092 
3,1193,0,0.33333334,7,0.0000000 ,0.0000000 ,0.00000000 
2,1194,58,1.7821976,76,0.0458861 ,0.3235632 ,0.16666667 
3,1195,10,1.3088794,53,0.0079114 ,0.2178609 ,0.11111111 
3,1196,24,1.3845592,42,0.0189873 ,0.2347618 ,0.08454106 
3,1197,36,1.569167,41,0.0284810 ,0.2759888 ,0.08212560 
3,1198,12,1.2552096,51,0.0094937 ,0.2058752 ,0.10628019 
3,1199,26,1.5212561,89,0.0205696 ,0.2652893 ,0.19806763 
3,1200,8,1.0445806,42,0.0063291 ,0.1588371 ,0.08454106 
3,1201,8,1.0207884,30,0.0063291 ,0.1535238 ,0.05555556 
3,1202,20,1.3006579,41,0.0158228 ,0.2160248 ,0.08212560 
3,1203,11,1.2906152,58,0.0087025 ,0.2137821 ,0.12318841 
3,1204,19,1.3845592,42,0.0150316 ,0.2347618 ,0.08454106 
3,1205,8,1.2241485,37,0.0063291 ,0.1989386 ,0.07246377 
3,1206,21,1.4724894,54,0.0166139 ,0.2543986 ,0.11352657 
3,1207,6,1.2241485,41,0.0047468 ,0.1989386 ,0.08212560 
3,1208,8,1.0207884,27,0.0063291 ,0.1535238 ,0.04830918 
3,1209,6,0.8619656,19,0.0047468 ,0.1180552 ,0.02898551 
3,1210,6,0.84912294,15,0.0047468 ,0.1151872 ,0.01932367 
3,1211,6,0.84912294,14,0.0047468 ,0.1151872 ,0.01690821 
3,1212,6,0.84912294,16,0.0047468 ,0.1151872 ,0.02173913 
3,1213,6,0.8870222,23,0.0047468 ,0.1236509 ,0.03864734 
3,1214,10,1.1561403,37,0.0079114 ,0.1837509 ,0.07246377 
3,1215,50,1.6828449,51,0.0395570 ,0.3013756 ,0.10628019 
3,1216,16,1.2052853,33,0.0126582 ,0.1947260 ,0.06280193 
3,1217,8,1.2552096,43,0.0063291 ,0.2058752 ,0.08695652 
3,1218,0,0.72781962,19,0.0000000 ,0.0880975 ,0.02898551 
3,1219,0,0.72781962,19,0.0000000 ,0.0880975 ,0.02898551 
3,1220,0,1.5592874,88,0.0000000 ,0.2737825 ,0.19565217 
3,1221,16,1.3873369,62,0.0126582 ,0.2353822 ,0.13285024 
2,1222,10,1.6857162,88,0.0079114 ,0.3020168 ,0.19565217 
3,1223,0,1.2639573,65,0.0000000 ,0.2078288 ,0.14009662 
3,1224,10,1.1561403,40,0.0079114 ,0.1837509 ,0.07971014 
3,1225,0,0.56608194,19,0.0000000 ,0.0519779 ,0.02898551 
3,1226,0,1.0405263,40,0.0000000 ,0.1579317 ,0.07971014 
2,1227,60,1.8294003,44,0.0474684 ,0.3341046 ,0.08937198 
3,1228,0,1.2052853,32,0.0000000 ,0.1947260 ,0.06038647 
3,1229,6,1.2052853,32,0.0047468 ,0.1947260 ,0.06038647 
3,1230,4,1.1492875,22,0.0031646 ,0.1822205 ,0.03623188 
3,1231,2,0.98510355,22,0.0015823 ,0.1455546 ,0.03623188 
3,1232,6,1.2052853,32,0.0047468 ,0.1947260 ,0.06038647 
3,1233,16,1.3873369,41,0.0126582 ,0.2353822 ,0.08212560 
3,1234,18,1.3270249,30,0.0142405 ,0.2219132 ,0.05555556 
3,1235,2,1.0189475,20,0.0015823 ,0.1531127 ,0.03140097 
3,1236,2,1.1634083,15,0.0015823 ,0.1853740 ,0.01932367 
3,1237,2,1.0189475,20,0.0015823 ,0.1531127 ,0.03140097 
3,1238,0,1.0189475,20,0.0000000 ,0.1531127 ,0.03140097 
3,1239,13,1.507236,83,0.0102848 ,0.2621583 ,0.18357488 
3,1240,4,1.0697098,45,0.0031646 ,0.1644490 ,0.09178744 
3,1241,11,1.2671746,25,0.0087025 ,0.2085473 ,0.04347826 
3,1242,1,1.0697098,45,0.0007911 ,0.1644490 ,0.09178744 
2,1243,32,1.6503496,86,0.0253165 ,0.2941187 ,0.19082126 
3,1244,18,1.3006579,46,0.0142405 ,0.2160248 ,0.09420290 
3,1245,6,0.8619656,23,0.0047468 ,0.1180552 ,0.03864734 
3,1246,0,0.42239243,12,0.0000000 ,0.0198889 ,0.01207729 
